#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,4.037646,-0.916368
-2.057576,-0.800463,4.019139,-0.878552
-2.015152,-0.705422,4.003472,-0.828065
-1.972727,-0.608347,3.990496,-0.765704
-1.930303,-0.509183,3.980064,-0.692242
-1.887879,-0.407874,3.972033,-0.608440
-1.845454,-0.304368,3.966262,-0.515041
-1.803030,-0.198617,3.962615,-0.412772
-1.760606,-0.090572,3.960959,-0.302338
-1.718182,0.019807,3.961164,-0.184433
-1.675758,0.132558,3.963103,-0.059731
-1.633333,0.247712,3.966653,0.071111
-1.590909,0.365292,3.971694,0.207451
-1.548485,0.485314,3.978110,0.348668
-1.506061,0.607785,3.985786,0.494153
-1.463636,0.732699,3.994614,0.643319
-1.421212,0.860039,4.004486,0.795591
-1.378788,0.989775,4.015301,0.950416
-1.336364,1.121859,4.026957,1.107255
-1.293939,1.256226,4.039357,1.265586
-1.251515,1.392794,4.052411,1.424905
-1.209091,1.531457,4.066027,1.584725
-1.166667,1.672086,4.080118,1.744575
-1.124242,1.814529,4.094603,1.904002
-1.081818,1.958604,4.109399,2.062570
-1.039394,2.104102,4.124434,2.219861
-0.996970,2.250782,4.139631,2.375470
-0.954545,2.398373,4.154922,2.529014
-0.912121,2.546567,4.170242,2.680124
-0.869697,2.695027,4.185524,2.828449
-0.827273,2.843378,4.200713,2.973656
-0.784849,2.991211,4.215750,3.115426
-0.742424,3.138085,4.230582,3.253460
-0.700000,3.283527,4.245160,3.387475
-0.657576,3.427035,4.259437,3.517205
-0.615152,3.568081,4.273372,3.642401
-0.572727,3.706114,4.286923,3.762830
-0.530303,3.840568,4.300055,3.878278
-0.487879,3.970864,4.312735,3.988547
-0.445455,4.096423,4.324934,4.093455
-0.403030,4.216666,4.336624,4.192840
-0.360606,4.331031,4.347785,4.286553
-0.318182,4.438973,4.358394,4.374466
-0.275758,4.539979,4.368438,4.456466
-0.233333,4.633576,4.377903,4.532455
-0.190909,4.719338,4.386778,4.602357
-0.148485,4.796898,4.395059,4.666108
-0.106061,4.865948,4.402742,4.723665
-0.063636,4.926257,4.409829,4.774999
-0.021212,4.977664,4.416323,4.820099
0.021212,5.020088,4.422230,4.858973
0.063636,5.053529,4.427563,4.891642
0.106061,5.078069,4.432335,4.918148
0.148485,5.093867,4.436563,4.938548
0.190909,5.101157,4.440268,4.952916
0.233333,5.100244,4.443473,4.961344
0.275758,5.091495,4.446207,4.963940
0.318182,5.075337,4.448499,4.960830
0.360606,5.052243,4.450385,4.952154
0.403030,5.022727,4.451900,4.938075
0.445455,4.987332,4.453087,4.918767
0.487879,4.946621,4.453989,4.894426
0.530303,4.901174,4.454654,4.865259
0.572727,4.851568,4.455132,4.831496
0.615152,4.798384,4.455478,4.793381
0.657576,4.742187,4.455748,4.751176
0.700000,4.683527,4.456004,4.705159
0.742424,4.622933,4.456311,4.655625
0.784849,4.560908,4.456735,4.602889
0.827273,4.497923,4.457346,4.547277
0.869697,4.434421,4.458221,4.489140
0.912121,4.370810,4.459436,4.428838
0.954545,4.307464,4.461072,4.366753
0.996970,4.244721,4.463213,4.303284
1.039394,4.182890,4.465947,4.238844
1.081818,4.122240,4.469366,4.173866
1.124242,4.063014,4.473561,4.108798
1.166667,4.005419,4.478633,4.044106
1.209091,3.949638,4.484682,3.980273
1.251515,3.895824,4.491812,3.917799
1.293939,3.844105,4.500130,3.857200
1.336364,3.794586,4.509748,3.799011
1.378788,3.747350,4.520781,3.743783
1.421212,3.702463,4.533345,3.692083
1.463636,3.659972,4.547563,3.644497
1.506061,3.619906,4.563558,3.601625
1.548485,3.582284,4.581457,3.564089
1.590909,3.547110,4.601394,3.532523
1.633333,3.514379,4.623501,3.507580
1.675758,3.484073,4.647917,3.489930
1.718182,3.456171,4.674782,3.480262
1.760606,3.430640,4.704241,3.479277
1.803030,3.407444,4.736443,3.487699
1.845454,3.386541,4.771538,3.506265
1.887879,3.367884,4.809680,3.535730
1.930303,3.351423,4.851028,3.576866
1.972727,3.337107,4.895743,3.630463
2.015152,3.324881,4.943990,3.697326
2.057576,3.314689,4.995936,3.778280
2.100000,3.306473,5.051753,3.874164
