#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,3.409674,-0.916368
-2.057576,-0.800463,3.382438,-0.878552
-2.015152,-0.705422,3.358913,-0.828065
-1.972727,-0.608347,3.338934,-0.765704
-1.930303,-0.509183,3.322337,-0.692242
-1.887879,-0.407874,3.308961,-0.608440
-1.845454,-0.304368,3.298649,-0.515041
-1.803030,-0.198617,3.291246,-0.412772
-1.760606,-0.090572,3.286600,-0.302338
-1.718182,0.019807,3.284561,-0.184433
-1.675758,0.132558,3.284986,-0.059731
-1.633333,0.247712,3.287728,0.071111
-1.590909,0.365292,3.292650,0.207451
-1.548485,0.485314,3.299613,0.348668
-1.506061,0.607785,3.308483,0.494153
-1.463636,0.732699,3.319129,0.643319
-1.421212,0.860039,3.331421,0.795591
-1.378788,0.989775,3.345235,0.950416
-1.336364,1.121859,3.360447,1.107255
-1.293939,1.256226,3.376937,1.265586
-1.251515,1.392794,3.394589,1.424905
-1.209091,1.531457,3.413289,1.584725
-1.166667,1.672086,3.432925,1.744575
-1.124242,1.814529,3.453389,1.904002
-1.081818,1.958604,3.474576,2.062570
-1.039394,2.104102,3.496383,2.219861
-0.996970,2.250782,3.518711,2.375470
-0.954545,2.398373,3.541463,2.529014
-0.912121,2.546567,3.564546,2.680124
-0.869697,2.695027,3.587868,2.828449
-0.827273,2.843378,3.611342,2.973656
-0.784849,2.991211,3.634882,3.115426
-0.742424,3.138085,3.658408,3.253460
-0.700000,3.283527,3.681838,3.387475
-0.657576,3.427035,3.705098,3.517205
-0.615152,3.568081,3.728114,3.642401
-0.572727,3.706114,3.750815,3.762830
-0.530303,3.840568,3.773134,3.878278
-0.487879,3.970864,3.795006,3.988547
-0.445455,4.096423,3.816369,4.093455
-0.403030,4.216666,3.837165,4.192840
-0.360606,4.331031,3.857337,4.286553
-0.318182,4.438973,3.876833,4.374466
-0.275758,4.539979,3.895602,4.456466
-0.233333,4.633576,3.913598,4.532455
-0.190909,4.719338,3.930776,4.602357
-0.148485,4.796898,3.947094,4.666108
-0.106061,4.865948,3.962514,4.723665
-0.063636,4.926257,3.977001,4.774999
-0.021212,4.977664,3.990521,4.820099
0.021212,5.020088,4.003046,4.858973
0.063636,5.053529,4.014547,4.891642
0.106061,5.078069,4.025002,4.918148
0.148485,5.093867,4.034389,4.938548
0.190909,5.101157,4.042690,4.952916
0.233333,5.100244,4.049889,4.961344
0.275758,5.091495,4.055975,4.963940
0.318182,5.075337,4.060938,4.960830
0.360606,5.052243,4.064772,4.952154
0.403030,5.022727,4.067472,4.938075
0.445455,4.987332,4.069038,4.918767
0.487879,4.946621,4.069473,4.894426
0.530303,4.901174,4.068781,4.865259
0.572727,4.851568,4.066971,4.831496
0.615152,4.798384,4.064053,4.793381
0.657576,4.742187,4.060041,4.751176
0.700000,4.683527,4.054953,4.705159
0.742424,4.622933,4.048806,4.655625
0.784849,4.560908,4.041625,4.602889
0.827273,4.497923,4.033434,4.547277
0.869697,4.434421,4.024263,4.489140
0.912121,4.370810,4.014142,4.428838
0.954545,4.307464,4.003105,4.366753
0.996970,4.244721,3.991189,4.303284
1.039394,4.182890,3.978435,4.238844
1.081818,4.122240,3.964885,4.173866
1.124242,4.063014,3.950585,4.108798
1.166667,4.005419,3.935584,4.044106
1.209091,3.949638,3.919934,3.980273
1.251515,3.895824,3.903688,3.917799
1.293939,3.844105,3.886905,3.857200
1.336364,3.794586,3.869645,3.799011
1.378788,3.747350,3.851970,3.743783
1.421212,3.702463,3.833948,3.692083
1.463636,3.659972,3.815646,3.644497
1.506061,3.619906,3.797138,3.601625
1.548485,3.582284,3.778498,3.564089
1.590909,3.547110,3.759803,3.532523
1.633333,3.514379,3.741135,3.507580
1.675758,3.484073,3.722577,3.489930
1.718182,3.456171,3.704215,3.480262
1.760606,3.430640,3.686140,3.479277
1.803030,3.407444,3.668442,3.487699
1.845454,3.386541,3.651218,3.506265
1.887879,3.367884,3.634565,3.535730
1.930303,3.351423,3.618586,3.576866
1.972727,3.337107,3.603382,3.630463
2.015152,3.324881,3.589061,3.697326
2.057576,3.314689,3.575735,3.778280
2.100000,3.306473,3.563513,3.874164
