#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,3.330647,-0.916368
-2.057576,-0.800463,3.294421,-0.878552
-2.015152,-0.705422,3.262595,-0.828065
-1.972727,-0.608347,3.234983,-0.765704
-1.930303,-0.509183,3.211402,-0.692242
-1.887879,-0.407874,3.191671,-0.608440
-1.845454,-0.304368,3.175615,-0.515041
-1.803030,-0.198617,3.163061,-0.412772
-1.760606,-0.090572,3.153839,-0.302338
-1.718182,0.019807,3.147783,-0.184433
-1.675758,0.132558,3.144730,-0.059731
-1.633333,0.247712,3.144521,0.071111
-1.590909,0.365292,3.146998,0.207451
-1.548485,0.485314,3.152010,0.348668
-1.506061,0.607785,3.159407,0.494153
-1.463636,0.732699,3.169042,0.643319
-1.421212,0.860039,3.180773,0.795591
-1.378788,0.989775,3.194461,0.950416
-1.336364,1.121859,3.209969,1.107255
-1.293939,1.256226,3.227164,1.265586
-1.251515,1.392794,3.245917,1.424905
-1.209091,1.531457,3.266102,1.584725
-1.166667,1.672086,3.287596,1.744575
-1.124242,1.814529,3.310279,1.904002
-1.081818,1.958604,3.334037,2.062570
-1.039394,2.104102,3.358755,2.219861
-0.996970,2.250782,3.384324,2.375470
-0.954545,2.398373,3.410639,2.529014
-0.912121,2.546567,3.437597,2.680124
-0.869697,2.695027,3.465098,2.828449
-0.827273,2.843378,3.493047,2.973656
-0.784849,2.991211,3.521350,3.115426
-0.742424,3.138085,3.549919,3.253460
-0.700000,3.283527,3.578668,3.387475
-0.657576,3.427035,3.607513,3.517205
-0.615152,3.568081,3.636376,3.642401
-0.572727,3.706114,3.665181,3.762830
-0.530303,3.840568,3.693855,3.878278
-0.487879,3.970864,3.722328,3.988547
-0.445455,4.096423,3.750536,4.093455
-0.403030,4.216666,3.778416,4.192840
-0.360606,4.331031,3.805907,4.286553
-0.318182,4.438973,3.832955,4.374466
-0.275758,4.539979,3.859507,4.456466
-0.233333,4.633576,3.885514,4.532455
-0.190909,4.719338,3.910930,4.602357
-0.148485,4.796898,3.935712,4.666108
-0.106061,4.865948,3.959821,4.723665
-0.063636,4.926257,3.983223,4.774999
-0.021212,4.977664,4.005883,4.820099
0.021212,5.020088,4.027773,4.858973
0.063636,5.053529,4.048868,4.891642
0.106061,5.078069,4.069145,4.918148
0.148485,5.093867,4.088585,4.938548
0.190909,5.101157,4.107172,4.952916
0.233333,5.100244,4.124894,4.961344
0.275758,5.091495,4.141741,4.963940
0.318182,5.075337,4.157709,4.960830
0.360606,5.052243,4.172794,4.952154
0.403030,5.022727,4.186999,4.938075
0.445455,4.987332,4.200326,4.918767
0.487879,4.946621,4.212785,4.894426
0.530303,4.901174,4.224386,4.865259
0.572727,4.851568,4.235143,4.831496
0.615152,4.798384,4.245074,4.793381
0.657576,4.742187,4.254201,4.751176
0.700000,4.683527,4.262547,4.705159
0.742424,4.622933,4.270141,4.655625
0.784849,4.560908,4.277013,4.602889
0.827273,4.497923,4.283199,4.547277
0.869697,4.434421,4.288735,4.489140
0.912121,4.370810,4.293664,4.428838
0.954545,4.307464,4.298030,4.366753
0.996970,4.244721,4.301880,4.303284
1.039394,4.182890,4.305264,4.238844
1.081818,4.122240,4.308240,4.173866
1.124242,4.063014,4.310864,4.108798
1.166667,4.005419,4.313198,4.044106
1.209091,3.949638,4.315305,3.980273
1.251515,3.895824,4.317254,3.917799
1.293939,3.844105,4.319117,3.857200
1.336364,3.794586,4.320967,3.799011
1.378788,3.747350,4.322883,3.743783
1.421212,3.702463,4.324946,3.692083
1.463636,3.659972,4.327241,3.644497
1.506061,3.619906,4.329856,3.601625
1.548485,3.582284,4.332882,3.564089
1.590909,3.547110,4.336414,3.532523
1.633333,3.514379,4.340549,3.507580
1.675758,3.484073,4.345390,3.489930
1.718182,3.456171,4.351042,3.480262
1.760606,3.430640,4.357611,3.479277
1.803030,3.407444,4.365209,3.487699
1.845454,3.386541,4.373952,3.506265
1.887879,3.367884,4.383957,3.535730
1.930303,3.351423,4.395347,3.576866
1.972727,3.337107,4.408245,3.630463
2.015152,3.324881,4.422780,3.697326
2.057576,3.314689,4.439083,3.778280
2.100000,3.306473,4.457288,3.874164
