#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,0.733028,-0.916368
-2.057576,-0.800463,0.776966,-0.878552
-2.015152,-0.705422,0.823820,-0.828065
-1.972727,-0.608347,0.873421,-0.765704
-1.930303,-0.509183,0.925603,-0.692242
-1.887879,-0.407874,0.980202,-0.608440
-1.845454,-0.304368,1.037057,-0.515041
-1.803030,-0.198617,1.096010,-0.412772
-1.760606,-0.090572,1.156907,-0.302338
-1.718182,0.019807,1.219596,-0.184433
-1.675758,0.132558,1.283926,-0.059731
-1.633333,0.247712,1.349753,0.071111
-1.590909,0.365292,1.416933,0.207451
-1.548485,0.485314,1.485325,0.348668
-1.506061,0.607785,1.554792,0.494153
-1.463636,0.732699,1.625199,0.643319
-1.421212,0.860039,1.696414,0.795591
-1.378788,0.989775,1.768308,0.950416
-1.336364,1.121859,1.840755,1.107255
-1.293939,1.256226,1.913633,1.265586
-1.251515,1.392794,1.986820,1.424905
-1.209091,1.531457,2.060200,1.584725
-1.166667,1.672086,2.133658,1.744575
-1.124242,1.814529,2.207082,1.904002
-1.081818,1.958604,2.280364,2.062570
-1.039394,2.104102,2.353398,2.219861
-0.996970,2.250782,2.426080,2.375470
-0.954545,2.398373,2.498312,2.529014
-0.912121,2.546567,2.569995,2.680124
-0.869697,2.695027,2.641035,2.828449
-0.827273,2.843378,2.711342,2.973656
-0.784849,2.991211,2.780826,3.115426
-0.742424,3.138085,2.849401,3.253460
-0.700000,3.283527,2.916987,3.387475
-0.657576,3.427035,2.983501,3.517205
-0.615152,3.568081,3.048868,3.642401
-0.572727,3.706114,3.113014,3.762830
-0.530303,3.840568,3.175867,3.878278
-0.487879,3.970864,3.237358,3.988547
-0.445455,4.096423,3.297423,4.093455
-0.403030,4.216666,3.355999,4.192840
-0.360606,4.331031,3.413027,4.286553
-0.318182,4.438973,3.468449,4.374466
-0.275758,4.539979,3.522212,4.456466
-0.233333,4.633576,3.574265,4.532455
-0.190909,4.719338,3.624559,4.602357
-0.148485,4.796898,3.673051,4.666108
-0.106061,4.865948,3.719696,4.723665
-0.063636,4.926257,3.764457,4.774999
-0.021212,4.977664,3.807295,4.820099
0.021212,5.020088,3.848179,4.858973
0.063636,5.053529,3.887077,4.891642
0.106061,5.078069,3.923960,4.918148
0.148485,5.093867,3.958806,4.938548
0.190909,5.101157,3.991589,4.952916
0.233333,5.100244,4.022294,4.961344
0.275758,5.091495,4.050901,4.963940
0.318182,5.075337,4.077399,4.960830
0.360606,5.052243,4.101777,4.952154
0.403030,5.022727,4.124026,4.938075
0.445455,4.987332,4.144143,4.918767
0.487879,4.946621,4.162125,4.894426
0.530303,4.901174,4.177973,4.865259
0.572727,4.851568,4.191692,4.831496
0.615152,4.798384,4.203289,4.793381
0.657576,4.742187,4.212771,4.751176
0.700000,4.683527,4.220154,4.705159
0.742424,4.622933,4.225451,4.655625
0.784849,4.560908,4.228681,4.602889
0.827273,4.497923,4.229866,4.547277
0.869697,4.434421,4.229030,4.489140
0.912121,4.370810,4.226199,4.428838
0.954545,4.307464,4.221403,4.366753
0.996970,4.244721,4.214675,4.303284
1.039394,4.182890,4.206052,4.238844
1.081818,4.122240,4.195571,4.173866
1.124242,4.063014,4.183274,4.108798
1.166667,4.005419,4.169205,4.044106
1.209091,3.949638,4.153412,3.980273
1.251515,3.895824,4.135944,3.917799
1.293939,3.844105,4.116855,3.857200
1.336364,3.794586,4.096200,3.799011
1.378788,3.747350,4.074039,3.743783
1.421212,3.702463,4.050433,3.692083
1.463636,3.659972,4.025445,3.644497
1.506061,3.619906,3.999145,3.601625
1.548485,3.582284,3.971603,3.564089
1.590909,3.547110,3.942891,3.532523
1.633333,3.514379,3.913085,3.507580
1.675758,3.484073,3.882264,3.489930
1.718182,3.456171,3.850511,3.480262
1.760606,3.430640,3.817910,3.479277
1.803030,3.407444,3.784550,3.487699
1.845454,3.386541,3.750519,3.506265
1.887879,3.367884,3.715912,3.535730
1.930303,3.351423,3.680825,3.576866
1.972727,3.337107,3.645358,3.630463
2.015152,3.324881,3.609612,3.697326
2.057576,3.314689,3.573693,3.778280
2.100000,3.306473,3.537708,3.874164
