#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,0.715692,-0.618114
-2.057576,-0.800463,0.780780,-0.604084
-2.015152,-0.705422,0.846478,-0.575763
-1.972727,-0.608347,0.912703,-0.534014
-1.930303,-0.509183,0.979375,-0.479675
-1.887879,-0.407874,1.046417,-0.413570
-1.845454,-0.304368,1.113750,-0.336505
-1.803030,-0.198617,1.181302,-0.249267
-1.760606,-0.090572,1.248999,-0.152624
-1.718182,0.019807,1.316768,-0.047326
-1.675758,0.132558,1.384541,0.065896
-1.633333,0.247712,1.452248,0.186325
-1.590909,0.365292,1.519824,0.313267
-1.548485,0.485314,1.587204,0.446044
-1.506061,0.607785,1.654324,0.583999
-1.463636,0.732699,1.721123,0.726489
-1.421212,0.860039,1.787540,0.872890
-1.378788,0.989775,1.853519,1.022600
-1.336364,1.121859,1.919003,1.175032
-1.293939,1.256226,1.983937,1.329618
-1.251515,1.392794,2.048267,1.485807
-1.209091,1.531457,2.111943,1.643069
-1.166667,1.672086,2.174913,1.800888
-1.124242,1.814529,2.237132,1.958771
-1.081818,1.958604,2.298551,2.116241
-1.039394,2.104102,2.359127,2.272839
-0.996970,2.250782,2.418816,2.428123
-0.954545,2.398373,2.477576,2.581674
-0.912121,2.546567,2.535369,2.733084
-0.869697,2.695027,2.592156,2.881970
-0.827273,2.843378,2.647901,3.027963
-0.784849,2.991211,2.702569,3.170714
-0.742424,3.138085,2.756127,3.309892
-0.700000,3.283527,2.808544,3.445184
-0.657576,3.427035,2.859790,3.576295
-0.615152,3.568081,2.909837,3.702948
-0.572727,3.706114,2.958659,3.824887
-0.530303,3.840568,3.006232,3.941869
-0.487879,3.970864,3.052531,4.053675
-0.445455,4.096423,3.097537,4.160098
-0.403030,4.216666,3.141229,4.260956
-0.360606,4.331031,3.183590,4.356080
-0.318182,4.438973,3.224603,4.445322
-0.275758,4.539979,3.264254,4.528551
-0.233333,4.633576,3.302529,4.605653
-0.190909,4.719338,3.339418,4.676537
-0.148485,4.796898,3.374912,4.741124
-0.106061,4.865948,3.409001,4.799357
-0.063636,4.926257,3.441680,4.851198
-0.021212,4.977664,3.472945,4.896624
0.021212,5.020088,3.502793,4.935631
0.063636,5.053529,3.531222,4.968237
0.106061,5.078069,3.558233,4.994473
0.148485,5.093867,3.583829,5.014392
0.190909,5.101157,3.608012,5.028063
0.233333,5.100244,3.630789,5.035573
0.275758,5.091495,3.652167,5.037031
0.318182,5.075337,3.672155,5.032559
0.360606,5.052243,3.690763,5.022300
0.403030,5.022727,3.708004,5.006416
0.445455,4.987332,3.723890,4.985085
0.487879,4.946621,3.738440,4.958507
0.530303,4.901174,3.751668,4.926893
0.572727,4.851568,3.763594,4.890481
0.615152,4.798384,3.774240,4.849520
0.657576,4.742187,3.783627,4.804282
0.700000,4.683527,3.791779,4.755056
0.742424,4.622933,3.798721,4.702147
0.784849,4.560908,3.804482,4.645881
0.827273,4.497923,3.809090,4.586601
0.869697,4.434421,3.812575,4.524668
0.912121,4.370810,3.814971,4.460462
0.954545,4.307464,3.816311,4.394381
0.996970,4.244721,3.816631,4.326840
1.039394,4.182890,3.815968,4.258275
1.081818,4.122240,3.814361,4.189137
1.124242,4.063014,3.811852,4.119898
1.166667,4.005419,3.808482,4.051046
1.209091,3.949638,3.804295,3.983089
1.251515,3.895824,3.799338,3.916551
1.293939,3.844105,3.793657,3.851977
1.336364,3.794586,3.787302,3.789929
1.378788,3.747350,3.780324,3.730986
1.421212,3.702463,3.772775,3.675747
1.463636,3.659972,3.764709,3.624828
1.506061,3.619906,3.756181,3.578865
1.548485,3.582284,3.747252,3.538509
1.590909,3.547110,3.737976,3.504433
1.633333,3.514379,3.728417,3.477325
1.675758,3.484073,3.718638,3.457896
1.718182,3.456171,3.708702,3.446867
1.760606,3.430640,3.698674,3.444985
1.803030,3.407444,3.688623,3.453011
1.845454,3.386541,3.678618,3.471728
1.887879,3.367884,3.668730,3.501933
1.930303,3.351423,3.659030,3.544442
1.972727,3.337107,3.649595,3.600092
2.015152,3.324881,3.640499,3.669737
2.057576,3.314689,3.631819,3.754246
2.100000,3.306473,3.623636,3.854512
