# x , y 
-1.989609,-0.644853
-1.988321,-0.668734
-1.983752,-0.430537
-1.979817,-0.443121
-1.975358,-0.428889
-1.973880,-0.616972
-1.935189,-0.737481
-1.882881,-0.217582
-1.870697,-0.654276
-1.865369,-0.520547
-1.816514,-0.487082
-1.791534,-0.006457
-1.767888,-0.334716
-1.762510,-0.026018
-1.759843,-0.594181
-1.750424,-0.098805
-1.713544,0.362181
-1.698936,-0.202503
-1.696793,0.340432
-1.693594,-0.014973
-1.660141,0.259765
-1.650553,0.227689
-1.641327,-0.210344
-1.624358,0.470281
-1.585844,0.322624
-1.578740,0.649410
-1.578562,0.565656
-1.564728,0.353897
-1.553936,-0.042237
-1.534046,0.527120
-1.521012,0.941597
-1.496980,1.246942
-1.494150,0.315629
-1.468107,0.650524
-1.467901,0.972589
-1.467256,1.009861
-1.451772,0.740234
-1.450347,0.878897
-1.421027,1.168382
-1.407670,0.580198
-1.394548,1.063546
-1.372790,1.240321
-1.366163,1.108220
-1.365080,1.056547
-1.363424,0.972091
-1.355259,1.748888
-1.345378,1.732614
-1.313548,1.274139
-1.306831,1.127292
-1.294511,1.060996
-1.273476,1.145632
-1.223610,1.177554
-1.219010,1.774377
-1.205812,1.512014
-1.202725,1.680130
-1.202545,1.327251
-1.197337,1.841191
-1.192868,1.372488
-1.192796,1.923056
-1.185404,1.529824
-1.166804,1.612130
-1.151011,1.480591
-1.145340,1.800360
-1.141150,1.085013
-1.106553,2.462347
-1.101325,1.909915
-1.081292,2.203712
-1.067736,2.815477
-1.032851,2.307412
-1.012278,2.627666
-1.009300,2.345111
-0.981936,2.076199
-0.973710,1.707821
-0.933680,2.024695
-0.922021,3.060966
-0.921473,3.094151
-0.916249,2.810418
-0.909404,2.573808
-0.874345,2.798350
-0.861746,2.945827
-0.860252,2.657817
-0.812317,2.501252
-0.808409,2.755453
-0.772721,2.927063
-0.766652,3.065962
-0.761763,3.227309
-0.744206,3.411922
-0.738075,3.210762
-0.712249,3.840377
-0.709033,3.393328
-0.688765,3.364866
-0.684886,3.432555
-0.684595,3.861357
-0.674865,3.424197
-0.665712,3.592084
-0.651925,3.961702
-0.649409,4.356269
-0.630746,3.281417
-0.596002,3.692575
-0.594393,3.213856
-0.564749,3.856444
-0.550290,4.317206
-0.542359,3.551690
-0.529603,3.961413
-0.517941,3.903074
-0.511068,3.832930
-0.509917,3.724665
-0.474601,4.136847
-0.468545,4.461778
-0.447794,4.009978
-0.438207,4.718288
-0.436888,4.657182
-0.416683,4.275230
-0.402505,4.310112
-0.400934,4.351655
-0.396928,3.834749
-0.364447,4.610762
-0.353308,4.341215
-0.351443,4.285830
-0.345347,4.423212
-0.315633,4.417767
-0.300041,4.109804
-0.282382,5.013586
-0.263986,4.738977
-0.234546,4.945168
-0.219170,4.823323
-0.197995,4.661403
-0.138592,4.440384
-0.119416,5.471592
-0.099475,4.842750
-0.095511,5.036812
-0.034792,4.823844
-0.019585,4.593623
0.005543,4.820341
0.029185,5.237782
0.046913,5.017931
0.125927,5.400666
0.188766,5.186215
0.213962,4.522444
0.218639,5.214358
0.257280,5.385366
0.270861,5.784872
0.289315,4.775583
0.295618,4.297905
0.311702,4.628096
0.312742,4.857684
0.332838,4.967482
0.357852,5.438294
0.362659,5.499993
0.374319,5.026098
0.377750,5.048870
0.403581,4.685790
0.417739,4.896021
0.422815,4.975506
0.439501,5.090833
0.445898,5.104396
0.464501,5.054959
0.480823,5.203555
0.499607,5.233217
0.503335,4.430182
0.506184,5.075169
0.509797,5.048800
0.537367,4.035977
0.560467,4.672447
0.572221,5.292285
0.576063,4.917982
0.609753,5.021591
0.612833,4.382502
0.616319,5.053273
0.616704,5.035003
0.623164,4.919063
0.632522,5.207786
0.649912,5.193587
0.663422,4.500359
0.666502,4.577189
0.675408,4.483697
0.702879,4.941334
0.713265,4.699690
0.716152,4.565291
0.728896,4.198659
0.747854,4.195408
0.778646,4.255477
0.779110,4.413147
0.810080,4.882963
0.818724,4.705488
0.827430,4.418364
0.828427,4.755845
0.839577,4.458185
0.841715,4.776464
0.923395,4.227971
0.960212,4.517208
0.964376,3.877673
1.015670,3.862687
1.032504,4.857059
1.033184,4.940200
1.043884,3.976445
1.047740,4.056536
1.051026,3.631181
1.061156,3.713992
1.068902,4.294526
1.116723,4.161262
1.144092,4.064819
1.154529,4.501255
1.156119,3.880775
1.174565,3.868430
1.192139,3.551390
1.213848,4.446748
1.234686,3.878722
1.235900,4.270370
1.275243,3.897614
1.278414,4.217784
1.326742,4.200619
1.338541,4.240952
1.359618,3.816451
1.384070,4.088420
1.459774,3.447536
1.477618,3.855017
1.484858,3.851550
1.491400,3.593616
1.515269,3.417804
1.529077,3.446279
1.541772,3.416714
1.544055,3.250985
1.548080,3.679311
1.565217,3.630116
1.614621,3.048659
1.615927,3.592616
1.641078,3.594743
1.658784,3.515153
1.660016,3.122698
1.661849,4.006568
1.676940,3.752457
1.683009,3.696172
1.684259,3.261821
1.717893,3.218364
1.718799,3.251111
1.720793,3.049045
1.738392,4.065195
1.763086,3.057153
1.785644,3.792618
1.798886,3.477772
1.806218,3.603899
1.817903,3.596376
1.821717,3.531780
1.821918,3.290688
1.831324,3.557049
1.837223,2.838308
1.924501,3.700255
1.934699,3.503706
1.999218,3.445232
