#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,2.556461,-0.588168
-2.057576,-0.800463,2.730165,-0.584298
-2.015152,-0.705422,2.888543,-0.566124
-1.972727,-0.608347,3.032471,-0.534465
-1.930303,-0.509183,3.162800,-0.490120
-1.887879,-0.407874,3.280360,-0.433877
-1.845454,-0.304368,3.385954,-0.366501
-1.803030,-0.198617,3.480364,-0.288745
-1.760606,-0.090572,3.564346,-0.201345
-1.718182,0.019807,3.638634,-0.105017
-1.675758,0.132558,3.703937,-0.000465
-1.633333,0.247712,3.760941,0.111627
-1.590909,0.365292,3.810307,0.230589
-1.548485,0.485314,3.852672,0.355770
-1.506061,0.607785,3.888651,0.486533
-1.463636,0.732699,3.918836,0.622261
-1.421212,0.860039,3.943790,0.762348
-1.378788,0.989775,3.964058,0.906210
-1.336364,1.121859,3.980158,1.053278
-1.293939,1.256226,3.992585,1.202997
-1.251515,1.392794,4.001810,1.354832
-1.209091,1.531457,4.008280,1.508263
-1.166667,1.672086,4.012419,1.662786
-1.124242,1.814529,4.014627,1.817914
-1.081818,1.958604,4.015279,1.973177
-1.039394,2.104102,4.014727,2.128122
-0.996970,2.250782,4.013300,2.282311
-0.954545,2.398373,4.011302,2.435323
-0.912121,2.546567,4.009013,2.586755
-0.869697,2.695027,4.006691,2.736217
-0.827273,2.843378,4.004567,2.883341
-0.784849,2.991211,4.002852,3.027770
-0.742424,3.138085,4.001731,3.169168
-0.700000,3.283527,4.001364,3.307212
-0.657576,3.427035,4.001890,3.441598
-0.615152,3.568081,4.003423,3.572038
-0.572727,3.706114,4.006052,3.698258
-0.530303,3.840568,4.009843,3.820006
-0.487879,3.970864,4.014840,3.937041
-0.445455,4.096423,4.021060,4.049141
-0.403030,4.216666,4.028499,4.156101
-0.360606,4.331031,4.037126,4.257731
-0.318182,4.438973,4.046889,4.353861
-0.275758,4.539979,4.057713,4.444331
-0.233333,4.633576,4.069494,4.529005
-0.190909,4.719338,4.082111,4.607759
-0.148485,4.796898,4.095414,4.680485
-0.106061,4.865948,4.109231,4.747094
-0.063636,4.926257,4.123366,4.807514
-0.021212,4.977664,4.137600,4.861688
0.021212,5.020088,4.151690,4.909575
0.063636,5.053529,4.165368,4.951150
0.106061,5.078069,4.178342,4.986409
0.148485,5.093867,4.190299,5.015359
0.190909,5.101157,4.200898,5.038026
0.233333,5.100244,4.209778,5.054455
0.275758,5.091495,4.216553,5.064702
0.318182,5.075337,4.220810,5.068843
0.360606,5.052243,4.222118,5.066972
0.403030,5.022727,4.220018,5.059196
0.445455,4.987332,4.214029,5.045641
0.487879,4.946621,4.203644,5.026449
0.530303,4.901174,4.188335,5.001778
0.572727,4.851568,4.167548,4.971802
0.615152,4.798384,4.140707,4.936713
0.657576,4.742187,4.107210,4.896719
0.700000,4.683527,4.066433,4.852043
0.742424,4.622933,4.017728,4.802929
0.784849,4.560908,3.960422,4.749632
0.827273,4.497923,3.893820,4.692429
0.869697,4.434421,3.817200,4.631606
0.912121,4.370810,3.729821,4.567473
0.954545,4.307464,3.630913,4.500355
0.996970,4.244721,3.519687,4.430590
1.039394,4.182890,3.395326,4.358535
1.081818,4.122240,3.256992,4.284564
1.124242,4.063014,3.103822,4.209066
1.166667,4.005419,2.934929,4.132449
1.209091,3.949638,2.749403,4.055136
1.251515,3.895824,2.546309,3.977563
1.293939,3.844105,2.324690,3.900191
1.336364,3.794586,2.083563,3.823489
1.378788,3.747350,1.821922,3.747947
1.421212,3.702463,1.538740,3.674072
1.463636,3.659972,1.232962,3.602385
1.506061,3.619906,0.903509,3.533424
1.548485,3.582284,0.549283,3.467746
1.590909,3.547110,0.169158,3.405921
1.633333,3.514379,-0.238017,3.348539
1.675758,3.484073,-0.673409,3.296206
1.718182,3.456171,-1.138219,3.249540
1.760606,3.430640,-1.633667,3.209181
1.803030,3.407444,-2.160993,3.175784
1.845454,3.386541,-2.721469,3.150019
1.887879,3.367884,-3.316384,3.132574
1.930303,3.351423,-3.947056,3.124154
1.972727,3.337107,-4.614820,3.125478
2.015152,3.324881,-5.321044,3.137285
2.057576,3.314689,-6.067111,3.160328
2.100000,3.306473,-6.854432,3.195377
