#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,1.170021,-0.588168
-2.057576,-0.800463,1.212752,-0.584298
-2.015152,-0.705422,1.258871,-0.566124
-1.972727,-0.608347,1.308162,-0.534465
-1.930303,-0.509183,1.360420,-0.490120
-1.887879,-0.407874,1.415436,-0.433877
-1.845454,-0.304368,1.473012,-0.366501
-1.803030,-0.198617,1.532951,-0.288745
-1.760606,-0.090572,1.595059,-0.201345
-1.718182,0.019807,1.659148,-0.105017
-1.675758,0.132558,1.725032,-0.000465
-1.633333,0.247712,1.792532,0.111627
-1.590909,0.365292,1.861469,0.230589
-1.548485,0.485314,1.931672,0.355770
-1.506061,0.607785,2.002971,0.486533
-1.463636,0.732699,2.075201,0.622261
-1.421212,0.860039,2.148201,0.762348
-1.378788,0.989775,2.221815,0.906210
-1.336364,1.121859,2.295889,1.053278
-1.293939,1.256226,2.370274,1.202997
-1.251515,1.392794,2.444826,1.354832
-1.209091,1.531457,2.519403,1.508263
-1.166667,1.672086,2.593868,1.662786
-1.124242,1.814529,2.668088,1.817914
-1.081818,1.958604,2.741935,1.973177
-1.039394,2.104102,2.815283,2.128122
-0.996970,2.250782,2.888010,2.282311
-0.954545,2.398373,2.960001,2.435323
-0.912121,2.546567,3.031142,2.586755
-0.869697,2.695027,3.101322,2.736217
-0.827273,2.843378,3.170439,2.883341
-0.784849,2.991211,3.238390,3.027770
-0.742424,3.138085,3.305079,3.169168
-0.700000,3.283527,3.370411,3.307212
-0.657576,3.427035,3.434299,3.441598
-0.615152,3.568081,3.496655,3.572038
-0.572727,3.706114,3.557401,3.698258
-0.530303,3.840568,3.616457,3.820006
-0.487879,3.970864,3.673752,3.937041
-0.445455,4.096423,3.729216,4.049141
-0.403030,4.216666,3.782782,4.156101
-0.360606,4.331031,3.834391,4.257731
-0.318182,4.438973,3.883985,4.353861
-0.275758,4.539979,3.931510,4.444331
-0.233333,4.633576,3.976918,4.529005
-0.190909,4.719338,4.020163,4.607759
-0.148485,4.796898,4.061203,4.680485
-0.106061,4.865948,4.100002,4.747094
-0.063636,4.926257,4.136525,4.807514
-0.021212,4.977664,4.170743,4.861688
0.021212,5.020088,4.202632,4.909575
0.063636,5.053529,4.232169,4.951150
0.106061,5.078069,4.259338,4.986409
0.148485,5.093867,4.284124,5.015359
0.190909,5.101157,4.306519,5.038026
0.233333,5.100244,4.326517,5.054455
0.275758,5.091495,4.344115,5.064702
0.318182,5.075337,4.359318,5.068843
0.360606,5.052243,4.372132,5.066972
0.403030,5.022727,4.382565,5.059196
0.445455,4.987332,4.390635,5.045641
0.487879,4.946621,4.396358,5.026449
0.530303,4.901174,4.399757,5.001778
0.572727,4.851568,4.400859,4.971802
0.615152,4.798384,4.399695,4.936713
0.657576,4.742187,4.396297,4.896719
0.700000,4.683527,4.390706,4.852043
0.742424,4.622933,4.382963,4.802929
0.784849,4.560908,4.373115,4.749632
0.827273,4.497923,4.361210,4.692429
0.869697,4.434421,4.347307,4.631606
0.912121,4.370810,4.331460,4.567473
0.954545,4.307464,4.313733,4.500355
0.996970,4.244721,4.294193,4.430590
1.039394,4.182890,4.272909,4.358535
1.081818,4.122240,4.249956,4.284564
1.124242,4.063014,4.225412,4.209066
1.166667,4.005419,4.199359,4.132449
1.209091,3.949638,4.171884,4.055136
1.251515,3.895824,4.143077,3.977563
1.293939,3.844105,4.113031,3.900191
1.336364,3.794586,4.081846,3.823489
1.378788,3.747350,4.049623,3.747947
1.421212,3.702463,4.016469,3.674072
1.463636,3.659972,3.982493,3.602385
1.506061,3.619906,3.947811,3.533424
1.548485,3.582284,3.912539,3.467746
1.590909,3.547110,3.876800,3.405921
1.633333,3.514379,3.840720,3.348539
1.675758,3.484073,3.804430,3.296206
1.718182,3.456171,3.768064,3.249540
1.760606,3.430640,3.731758,3.209181
1.803030,3.407444,3.695656,3.175784
1.845454,3.386541,3.659904,3.150019
1.887879,3.367884,3.624650,3.132574
1.930303,3.351423,3.590050,3.124154
1.972727,3.337107,3.556262,3.125478
2.015152,3.324881,3.523448,3.137285
2.057576,3.314689,3.491773,3.160328
2.100000,3.306473,3.461407,3.195377
