#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,2.035628,-0.588168
-2.057576,-0.800463,2.071902,-0.584298
-2.015152,-0.705422,2.105953,-0.566124
-1.972727,-0.608347,2.137860,-0.534465
-1.930303,-0.509183,2.167700,-0.490120
-1.887879,-0.407874,2.195549,-0.433877
-1.845454,-0.304368,2.221483,-0.366501
-1.803030,-0.198617,2.245573,-0.288745
-1.760606,-0.090572,2.267893,-0.201345
-1.718182,0.019807,2.288513,-0.105017
-1.675758,0.132558,2.307503,-0.000465
-1.633333,0.247712,2.324929,0.111627
-1.590909,0.365292,2.340860,0.230589
-1.548485,0.485314,2.355361,0.355770
-1.506061,0.607785,2.368495,0.486533
-1.463636,0.732699,2.380325,0.622261
-1.421212,0.860039,2.390914,0.762348
-1.378788,0.989775,2.400321,0.906210
-1.336364,1.121859,2.408604,1.053278
-1.293939,1.256226,2.415823,1.202997
-1.251515,1.392794,2.422031,1.354832
-1.209091,1.531457,2.427286,1.508263
-1.166667,1.672086,2.431639,1.662786
-1.124242,1.814529,2.435144,1.817914
-1.081818,1.958604,2.437851,1.973177
-1.039394,2.104102,2.439810,2.128122
-0.996970,2.250782,2.441069,2.282311
-0.954545,2.398373,2.441675,2.435323
-0.912121,2.546567,2.441674,2.586755
-0.869697,2.695027,2.441110,2.736217
-0.827273,2.843378,2.440026,2.883341
-0.784849,2.991211,2.438464,3.027770
-0.742424,3.138085,2.436464,3.169168
-0.700000,3.283527,2.434065,3.307212
-0.657576,3.427035,2.431304,3.441598
-0.615152,3.568081,2.428220,3.572038
-0.572727,3.706114,2.424845,3.698258
-0.530303,3.840568,2.421215,3.820006
-0.487879,3.970864,2.417361,3.937041
-0.445455,4.096423,2.413315,4.049141
-0.403030,4.216666,2.409106,4.156101
-0.360606,4.331031,2.404764,4.257731
-0.318182,4.438973,2.400315,4.353861
-0.275758,4.539979,2.395784,4.444331
-0.233333,4.633576,2.391197,4.529005
-0.190909,4.719338,2.386577,4.607759
-0.148485,4.796898,2.381946,4.680485
-0.106061,4.865948,2.377324,4.747094
-0.063636,4.926257,2.372731,4.807514
-0.021212,4.977664,2.368184,4.861688
0.021212,5.020088,2.363700,4.909575
0.063636,5.053529,2.359294,4.951150
0.106061,5.078069,2.354981,4.986409
0.148485,5.093867,2.350772,5.015359
0.190909,5.101157,2.346681,5.038026
0.233333,5.100244,2.342715,5.054455
0.275758,5.091495,2.338885,5.064702
0.318182,5.075337,2.335197,5.068843
0.360606,5.052243,2.331657,5.066972
0.403030,5.022727,2.328271,5.059196
0.445455,4.987332,2.325042,5.045641
0.487879,4.946621,2.321971,5.026449
0.530303,4.901174,2.319060,5.001778
0.572727,4.851568,2.316308,4.971802
0.615152,4.798384,2.313713,4.936713
0.657576,4.742187,2.311273,4.896719
0.700000,4.683527,2.308981,4.852043
0.742424,4.622933,2.306834,4.802929
0.784849,4.560908,2.304823,4.749632
0.827273,4.497923,2.302940,4.692429
0.869697,4.434421,2.301176,4.631606
0.912121,4.370810,2.299520,4.567473
0.954545,4.307464,2.297958,4.500355
0.996970,4.244721,2.296477,4.430590
1.039394,4.182890,2.295062,4.358535
1.081818,4.122240,2.293698,4.284564
1.124242,4.063014,2.292365,4.209066
1.166667,4.005419,2.291045,4.132449
1.209091,3.949638,2.289719,4.055136
1.251515,3.895824,2.288363,3.977563
1.293939,3.844105,2.286956,3.900191
1.336364,3.794586,2.285472,3.823489
1.378788,3.747350,2.283887,3.747947
1.421212,3.702463,2.282174,3.674072
1.463636,3.659972,2.280303,3.602385
1.506061,3.619906,2.278246,3.533424
1.548485,3.582284,2.275972,3.467746
1.590909,3.547110,2.273449,3.405921
1.633333,3.514379,2.270642,3.348539
1.675758,3.484073,2.267518,3.296206
1.718182,3.456171,2.264040,3.249540
1.760606,3.430640,2.260170,3.209181
1.803030,3.407444,2.255870,3.175784
1.845454,3.386541,2.251100,3.150019
1.887879,3.367884,2.245819,3.132574
1.930303,3.351423,2.239982,3.124154
1.972727,3.337107,2.233547,3.125478
2.015152,3.324881,2.226469,3.137285
2.057576,3.314689,2.218700,3.160328
2.100000,3.306473,2.210192,3.195377
