#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,1.363054,-0.533806
-2.057576,-0.800463,1.402350,-0.548434
-2.015152,-0.705422,1.442613,-0.546564
-1.972727,-0.608347,1.483792,-0.529140
-1.930303,-0.509183,1.525834,-0.497089
-1.887879,-0.407874,1.568689,-0.451315
-1.845454,-0.304368,1.612308,-0.392707
-1.803030,-0.198617,1.656641,-0.322129
-1.760606,-0.090572,1.701639,-0.240428
-1.718182,0.019807,1.747256,-0.148434
-1.675758,0.132558,1.793443,-0.046952
-1.633333,0.247712,1.840154,0.063230
-1.590909,0.365292,1.887344,0.181341
-1.548485,0.485314,1.934966,0.306635
-1.506061,0.607785,1.982977,0.438382
-1.463636,0.732699,2.031332,0.575872
-1.421212,0.860039,2.079988,0.718415
-1.378788,0.989775,2.128902,0.865341
-1.336364,1.121859,2.178033,1.016001
-1.293939,1.256226,2.227339,1.169762
-1.251515,1.392794,2.276779,1.326014
-1.209091,1.531457,2.326314,1.484165
-1.166667,1.672086,2.375905,1.643641
-1.124242,1.814529,2.425511,1.803893
-1.081818,1.958604,2.475096,1.964386
-1.039394,2.104102,2.524622,2.124607
-0.996970,2.250782,2.574052,2.284063
-0.954545,2.398373,2.623351,2.442280
-0.912121,2.546567,2.672482,2.598805
-0.869697,2.695027,2.721411,2.753201
-0.827273,2.843378,2.770104,2.905056
-0.784849,2.991211,2.818528,3.053972
-0.742424,3.138085,2.866649,3.199574
-0.700000,3.283527,2.914436,3.341507
-0.657576,3.427035,2.961856,3.479433
-0.615152,3.568081,3.008880,3.613037
-0.572727,3.706114,3.055477,3.742020
-0.530303,3.840568,3.101617,3.866107
-0.487879,3.970864,3.147272,3.985038
-0.445455,4.096423,3.192413,4.098576
-0.403030,4.216666,3.237013,4.206501
-0.360606,4.331031,3.281045,4.308615
-0.318182,4.438973,3.324483,4.404739
-0.275758,4.539979,3.367301,4.494713
-0.233333,4.633576,3.409474,4.578397
-0.190909,4.719338,3.450978,4.655670
-0.148485,4.796898,3.491789,4.726432
-0.106061,4.865948,3.531885,4.790601
-0.063636,4.926257,3.571243,4.848117
-0.021212,4.977664,3.609840,4.898937
0.021212,5.020088,3.647657,4.943038
0.063636,5.053529,3.684674,4.980420
0.106061,5.078069,3.720869,5.011098
0.148485,5.093867,3.756224,5.035109
0.190909,5.101157,3.790722,5.052510
0.233333,5.100244,3.824344,5.063375
0.275758,5.091495,3.857072,5.067802
0.318182,5.075337,3.888892,5.065905
0.360606,5.052243,3.919786,5.057819
0.403030,5.022727,3.949740,5.043699
0.445455,4.987332,3.978739,5.023719
0.487879,4.946621,4.006771,4.998072
0.530303,4.901174,4.033820,4.966972
0.572727,4.851568,4.059875,4.930652
0.615152,4.798384,4.084925,4.889365
0.657576,4.742187,4.108957,4.843383
0.700000,4.683527,4.131962,4.792998
0.742424,4.622933,4.153929,4.738521
0.784849,4.560908,4.174850,4.680284
0.827273,4.497923,4.194716,4.618638
0.869697,4.434421,4.213518,4.553953
0.912121,4.370810,4.231250,4.486619
0.954545,4.307464,4.247906,4.417046
0.996970,4.244721,4.263478,4.345664
1.039394,4.182890,4.277962,4.272921
1.081818,4.122240,4.291354,4.199286
1.124242,4.063014,4.303649,4.125247
1.166667,4.005419,4.314844,4.051314
1.209091,3.949638,4.324936,3.978013
1.251515,3.895824,4.333924,3.905890
1.293939,3.844105,4.341805,3.835514
1.336364,3.794586,4.348580,3.767469
1.378788,3.747350,4.354248,3.702364
1.421212,3.702463,4.358810,3.640824
1.463636,3.659972,4.362268,3.583494
1.506061,3.619906,4.364623,3.531038
1.548485,3.582284,4.365877,3.484141
1.590909,3.547110,4.366035,3.443509
1.633333,3.514379,4.365099,3.409865
1.675758,3.484073,4.363075,3.383954
1.718182,3.456171,4.359966,3.366535
1.760606,3.430640,4.355782,3.358395
1.803030,3.407444,4.350526,3.360334
1.845454,3.386541,4.344206,3.373177
1.887879,3.367884,4.336830,3.397762
1.930303,3.351423,4.328407,3.434953
1.972727,3.337107,4.318946,3.485631
2.015152,3.324881,4.308455,3.550695
2.057576,3.314689,4.296947,3.631067
2.100000,3.306473,4.284433,3.727688
