#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,1.366507,-0.828207
-2.057576,-0.800463,1.422321,-0.779933
-2.015152,-0.705422,1.479241,-0.719250
-1.972727,-0.608347,1.537165,-0.646964
-1.930303,-0.509183,1.595993,-0.563863
-1.887879,-0.407874,1.655627,-0.470719
-1.845454,-0.304368,1.715970,-0.368289
-1.803030,-0.198617,1.776929,-0.257308
-1.760606,-0.090572,1.838412,-0.138493
-1.718182,0.019807,1.900328,-0.012547
-1.675758,0.132558,1.962588,0.119846
-1.633333,0.247712,2.025107,0.258023
-1.590909,0.365292,2.087799,0.401333
-1.548485,0.485314,2.150583,0.549145
-1.506061,0.607785,2.213377,0.700850
-1.463636,0.732699,2.276102,0.855849
-1.421212,0.860039,2.338682,1.013566
-1.378788,0.989775,2.401042,1.173441
-1.336364,1.121859,2.463110,1.334934
-1.293939,1.256226,2.524813,1.497516
-1.251515,1.392794,2.586083,1.660684
-1.209091,1.531457,2.646852,1.823948
-1.166667,1.672086,2.707056,1.986835
-1.124242,1.814529,2.766630,2.148892
-1.081818,1.958604,2.825514,2.309684
-1.039394,2.104102,2.883648,2.468790
-0.996970,2.250782,2.940974,2.625812
-0.954545,2.398373,2.997437,2.780365
-0.912121,2.546567,3.052984,2.932083
-0.869697,2.695027,3.107561,3.080620
-0.827273,2.843378,3.161120,3.225645
-0.784849,2.991211,3.213612,3.366846
-0.742424,3.138085,3.264992,3.503926
-0.700000,3.283527,3.315215,3.636611
-0.657576,3.427035,3.364239,3.764639
-0.615152,3.568081,3.412024,3.887768
-0.572727,3.706114,3.458532,4.005776
-0.530303,3.840568,3.503726,4.118455
-0.487879,3.970864,3.547572,4.225617
-0.445455,4.096423,3.590037,4.327089
-0.403030,4.216666,3.631091,4.422719
-0.360606,4.331031,3.670704,4.512372
-0.318182,4.438973,3.708851,4.595927
-0.275758,4.539979,3.745506,4.673285
-0.233333,4.633576,3.780647,4.744364
-0.190909,4.719338,3.814252,4.809098
-0.148485,4.796898,3.846303,4.867439
-0.106061,4.865948,3.876781,4.919358
-0.063636,4.926257,3.905674,4.964842
-0.021212,4.977664,3.932965,5.003896
0.021212,5.020088,3.958646,5.036545
0.063636,5.053529,3.982706,5.062829
0.106061,5.078069,4.005136,5.082805
0.148485,5.093867,4.025933,5.096550
0.190909,5.101157,4.045093,5.104158
0.233333,5.100244,4.062613,5.105742
0.275758,5.091495,4.078494,5.101428
0.318182,5.075337,4.092738,5.091365
0.360606,5.052243,4.105349,5.075716
0.403030,5.022727,4.116333,5.054665
0.445455,4.987332,4.125699,5.028409
0.487879,4.946621,4.133454,4.997168
0.530303,4.901174,4.139613,4.961175
0.572727,4.851568,4.144187,4.920685
0.615152,4.798384,4.147194,4.875968
0.657576,4.742187,4.148651,4.827310
0.700000,4.683527,4.148576,4.775018
0.742424,4.622933,4.146991,4.719416
0.784849,4.560908,4.143919,4.660845
0.827273,4.497923,4.139387,4.599664
0.869697,4.434421,4.133421,4.536247
0.912121,4.370810,4.126050,4.470991
0.954545,4.307464,4.117306,4.404306
0.996970,4.244721,4.107220,4.336622
1.039394,4.182890,4.095829,4.268386
1.081818,4.122240,4.083168,4.200064
1.124242,4.063014,4.069276,4.132136
1.166667,4.005419,4.054195,4.065104
1.209091,3.949638,4.037967,3.999484
1.251515,3.895824,4.020636,3.935813
1.293939,3.844105,4.002249,3.874643
1.336364,3.794586,3.982854,3.816546
1.378788,3.747350,3.962501,3.762109
1.421212,3.702463,3.941243,3.711939
1.463636,3.659972,3.919134,3.666660
1.506061,3.619906,3.896229,3.626912
1.548485,3.582284,3.872588,3.593354
1.590909,3.547110,3.848269,3.566665
1.633333,3.514379,3.823334,3.547537
1.675758,3.484073,3.797848,3.536683
1.718182,3.456171,3.771877,3.534833
1.760606,3.430640,3.745486,3.542734
1.803030,3.407444,3.718747,3.561151
1.845454,3.386541,3.691730,3.590866
1.887879,3.367884,3.664510,3.632681
1.930303,3.351423,3.637161,3.687413
1.972727,3.337107,3.609761,3.755897
2.015152,3.324881,3.582389,3.838988
2.057576,3.314689,3.555125,3.937556
2.100000,3.306473,3.528054,4.052491
