#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,1.466379,-0.828207
-2.057576,-0.800463,1.555626,-0.779933
-2.015152,-0.705422,1.651312,-0.719250
-1.972727,-0.608347,1.752688,-0.646964
-1.930303,-0.509183,1.859027,-0.563863
-1.887879,-0.407874,1.969626,-0.470719
-1.845454,-0.304368,2.083810,-0.368289
-1.803030,-0.198617,2.200927,-0.257308
-1.760606,-0.090572,2.320356,-0.138493
-1.718182,0.019807,2.441492,-0.012547
-1.675758,0.132558,2.563765,0.119846
-1.633333,0.247712,2.686624,0.258023
-1.590909,0.365292,2.809546,0.401333
-1.548485,0.485314,2.932034,0.549145
-1.506061,0.607785,3.053616,0.700850
-1.463636,0.732699,3.173844,0.855849
-1.421212,0.860039,3.292296,1.013566
-1.378788,0.989775,3.408578,1.173441
-1.336364,1.121859,3.522319,1.334934
-1.293939,1.256226,3.633173,1.497516
-1.251515,1.392794,3.740820,1.660684
-1.209091,1.531457,3.844967,1.823948
-1.166667,1.672086,3.945344,1.986835
-1.124242,1.814529,4.041710,2.148892
-1.081818,1.958604,4.133845,2.309684
-1.039394,2.104102,4.221557,2.468790
-0.996970,2.250782,4.304680,2.625812
-0.954545,2.398373,4.383071,2.780365
-0.912121,2.546567,4.456615,2.932083
-0.869697,2.695027,4.525222,3.080620
-0.827273,2.843378,4.588825,3.225645
-0.784849,2.991211,4.647386,3.366846
-0.742424,3.138085,4.700890,3.503926
-0.700000,3.283527,4.749349,3.636611
-0.657576,3.427035,4.792799,3.764639
-0.615152,3.568081,4.831302,3.887768
-0.572727,3.706114,4.864946,4.005776
-0.530303,3.840568,4.893843,4.118455
-0.487879,3.970864,4.918133,4.225617
-0.445455,4.096423,4.937979,4.327089
-0.403030,4.216666,4.953571,4.422719
-0.360606,4.331031,4.965123,4.512372
-0.318182,4.438973,4.972876,4.595927
-0.275758,4.539979,4.977096,4.673285
-0.233333,4.633576,4.978073,4.744364
-0.190909,4.719338,4.976124,4.809098
-0.148485,4.796898,4.971592,4.867439
-0.106061,4.865948,4.964843,4.919358
-0.063636,4.926257,4.956272,4.964842
-0.021212,4.977664,4.946296,5.003896
0.021212,5.020088,4.935359,5.036545
0.063636,5.053529,4.923930,5.062829
0.106061,5.078069,4.912505,5.082805
0.148485,5.093867,4.901604,5.096550
0.190909,5.101157,4.891772,5.104158
0.233333,5.100244,4.883580,5.105742
0.275758,5.091495,4.877625,5.101428
0.318182,5.075337,4.874530,5.091365
0.360606,5.052243,4.874941,5.075716
0.403030,5.022727,4.879532,5.054665
0.445455,4.987332,4.889000,5.028409
0.487879,4.946621,4.904071,4.997168
0.530303,4.901174,4.925493,4.961175
0.572727,4.851568,4.954040,4.920685
0.615152,4.798384,4.990513,4.875968
0.657576,4.742187,5.035738,4.827310
0.700000,4.683527,5.090566,4.775018
0.742424,4.622933,5.155874,4.719416
0.784849,4.560908,5.232562,4.660845
0.827273,4.497923,5.321560,4.599664
0.869697,4.434421,5.423819,4.536247
0.912121,4.370810,5.540318,4.470991
0.954545,4.307464,5.672062,4.404306
0.996970,4.244721,5.820079,4.336622
1.039394,4.182890,5.985424,4.268386
1.081818,4.122240,6.169176,4.200064
1.124242,4.063014,6.372442,4.132136
1.166667,4.005419,6.596354,4.065104
1.209091,3.949638,6.842065,3.999484
1.251515,3.895824,7.110762,3.935813
1.293939,3.844105,7.403647,3.874643
1.336364,3.794586,7.721957,3.816546
1.378788,3.747350,8.066950,3.762109
1.421212,3.702463,8.439907,3.711939
1.463636,3.659972,8.842139,3.666660
1.506061,3.619906,9.274982,3.626912
1.548485,3.582284,9.739794,3.593354
1.590909,3.547110,10.237960,3.566665
1.633333,3.514379,10.770894,3.547537
1.675758,3.484073,11.340031,3.536683
1.718182,3.456171,11.946831,3.534833
1.760606,3.430640,12.592785,3.542734
1.803030,3.407444,13.279402,3.561151
1.845454,3.386541,14.008223,3.590866
1.887879,3.367884,14.780809,3.632681
1.930303,3.351423,15.598757,3.687413
1.972727,3.337107,16.463671,3.755897
2.015152,3.324881,17.377197,3.838988
2.057576,3.314689,18.341000,3.937556
2.100000,3.306473,19.356770,4.052491
