#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,1.853185,-0.828207
-2.057576,-0.800463,1.929224,-0.779933
-2.015152,-0.705422,2.002116,-0.719250
-1.972727,-0.608347,2.071931,-0.646964
-1.930303,-0.509183,2.138734,-0.563863
-1.887879,-0.407874,2.202593,-0.470719
-1.845454,-0.304368,2.263575,-0.368289
-1.803030,-0.198617,2.321747,-0.257308
-1.760606,-0.090572,2.377175,-0.138493
-1.718182,0.019807,2.429924,-0.012547
-1.675758,0.132558,2.480062,0.119846
-1.633333,0.247712,2.527654,0.258023
-1.590909,0.365292,2.572764,0.401333
-1.548485,0.485314,2.615458,0.549145
-1.506061,0.607785,2.655800,0.700850
-1.463636,0.732699,2.693856,0.855849
-1.421212,0.860039,2.729689,1.013566
-1.378788,0.989775,2.763363,1.173441
-1.336364,1.121859,2.794943,1.334934
-1.293939,1.256226,2.824491,1.497516
-1.251515,1.392794,2.852071,1.660684
-1.209091,1.531457,2.877745,1.823948
-1.166667,1.672086,2.901577,1.986835
-1.124242,1.814529,2.923628,2.148892
-1.081818,1.958604,2.943962,2.309684
-1.039394,2.104102,2.962639,2.468790
-0.996970,2.250782,2.979722,2.625812
-0.954545,2.398373,2.995271,2.780365
-0.912121,2.546567,3.009348,2.932083
-0.869697,2.695027,3.022013,3.080620
-0.827273,2.843378,3.033328,3.225645
-0.784849,2.991211,3.043352,3.366846
-0.742424,3.138085,3.052146,3.503926
-0.700000,3.283527,3.059769,3.636611
-0.657576,3.427035,3.066280,3.764639
-0.615152,3.568081,3.071740,3.887768
-0.572727,3.706114,3.076206,4.005776
-0.530303,3.840568,3.079738,4.118455
-0.487879,3.970864,3.082394,4.225617
-0.445455,4.096423,3.084232,4.327089
-0.403030,4.216666,3.085311,4.422719
-0.360606,4.331031,3.085687,4.512372
-0.318182,4.438973,3.085418,4.595927
-0.275758,4.539979,3.084562,4.673285
-0.233333,4.633576,3.083174,4.744364
-0.190909,4.719338,3.081313,4.809098
-0.148485,4.796898,3.079033,4.867439
-0.106061,4.865948,3.076391,4.919358
-0.063636,4.926257,3.073444,4.964842
-0.021212,4.977664,3.070246,5.003896
0.021212,5.020088,3.066852,5.036545
0.063636,5.053529,3.063318,5.062829
0.106061,5.078069,3.059699,5.082805
0.148485,5.093867,3.056048,5.096550
0.190909,5.101157,3.052420,5.104158
0.233333,5.100244,3.048870,5.105742
0.275758,5.091495,3.045451,5.101428
0.318182,5.075337,3.042215,5.091365
0.360606,5.052243,3.039217,5.075716
0.403030,5.022727,3.036509,5.054665
0.445455,4.987332,3.034144,5.028409
0.487879,4.946621,3.032174,4.997168
0.530303,4.901174,3.030651,4.961175
0.572727,4.851568,3.029627,4.920685
0.615152,4.798384,3.029154,4.875968
0.657576,4.742187,3.029284,4.827310
0.700000,4.683527,3.030066,4.775018
0.742424,4.622933,3.031551,4.719416
0.784849,4.560908,3.033791,4.660845
0.827273,4.497923,3.036836,4.599664
0.869697,4.434421,3.040735,4.536247
0.912121,4.370810,3.045539,4.470991
0.954545,4.307464,3.051296,4.404306
0.996970,4.244721,3.058056,4.336622
1.039394,4.182890,3.065868,4.268386
1.081818,4.122240,3.074781,4.200064
1.124242,4.063014,3.084842,4.132136
1.166667,4.005419,3.096101,4.065104
1.209091,3.949638,3.108604,3.999484
1.251515,3.895824,3.122400,3.935813
1.293939,3.844105,3.137535,3.874643
1.336364,3.794586,3.154058,3.816546
1.378788,3.747350,3.172014,3.762109
1.421212,3.702463,3.191450,3.711939
1.463636,3.659972,3.212413,3.666660
1.506061,3.619906,3.234949,3.626912
1.548485,3.582284,3.259103,3.593354
1.590909,3.547110,3.284921,3.566665
1.633333,3.514379,3.312448,3.547537
1.675758,3.484073,3.341728,3.536683
1.718182,3.456171,3.372808,3.534833
1.760606,3.430640,3.405730,3.542734
1.803030,3.407444,3.440541,3.561151
1.845454,3.386541,3.477282,3.590866
1.887879,3.367884,3.515998,3.632681
1.930303,3.351423,3.556732,3.687413
1.972727,3.337107,3.599528,3.755897
2.015152,3.324881,3.644428,3.838988
2.057576,3.314689,3.691474,3.937556
2.100000,3.306473,3.740710,4.052491
