#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,2.086143,-0.828207
-2.057576,-0.800463,2.170192,-0.779933
-2.015152,-0.705422,2.252028,-0.719250
-1.972727,-0.608347,2.331689,-0.646964
-1.930303,-0.509183,2.409214,-0.563863
-1.887879,-0.407874,2.484639,-0.470719
-1.845454,-0.304368,2.558002,-0.368289
-1.803030,-0.198617,2.629337,-0.257308
-1.760606,-0.090572,2.698683,-0.138493
-1.718182,0.019807,2.766073,-0.012547
-1.675758,0.132558,2.831542,0.119846
-1.633333,0.247712,2.895124,0.258023
-1.590909,0.365292,2.956854,0.401333
-1.548485,0.485314,3.016764,0.549145
-1.506061,0.607785,3.074887,0.700850
-1.463636,0.732699,3.131255,0.855849
-1.421212,0.860039,3.185899,1.013566
-1.378788,0.989775,3.238852,1.173441
-1.336364,1.121859,3.290142,1.334934
-1.293939,1.256226,3.339801,1.497516
-1.251515,1.392794,3.387858,1.660684
-1.209091,1.531457,3.434341,1.823948
-1.166667,1.672086,3.479280,1.986835
-1.124242,1.814529,3.522702,2.148892
-1.081818,1.958604,3.564636,2.309684
-1.039394,2.104102,3.605106,2.468790
-0.996970,2.250782,3.644141,2.625812
-0.954545,2.398373,3.681766,2.780365
-0.912121,2.546567,3.718006,2.932083
-0.869697,2.695027,3.752887,3.080620
-0.827273,2.843378,3.786433,3.225645
-0.784849,2.991211,3.818666,3.366846
-0.742424,3.138085,3.849612,3.503926
-0.700000,3.283527,3.879292,3.636611
-0.657576,3.427035,3.907729,3.764639
-0.615152,3.568081,3.934945,3.887768
-0.572727,3.706114,3.960960,4.005776
-0.530303,3.840568,3.985797,4.118455
-0.487879,3.970864,4.009474,4.225617
-0.445455,4.096423,4.032011,4.327089
-0.403030,4.216666,4.053428,4.422719
-0.360606,4.331031,4.073744,4.512372
-0.318182,4.438973,4.092976,4.595927
-0.275758,4.539979,4.111142,4.673285
-0.233333,4.633576,4.128259,4.744364
-0.190909,4.719338,4.144344,4.809098
-0.148485,4.796898,4.159413,4.867439
-0.106061,4.865948,4.173481,4.919358
-0.063636,4.926257,4.186564,4.964842
-0.021212,4.977664,4.198675,5.003896
0.021212,5.020088,4.209830,5.036545
0.063636,5.053529,4.220041,5.062829
0.106061,5.078069,4.229321,5.082805
0.148485,5.093867,4.237683,5.096550
0.190909,5.101157,4.245138,5.104158
0.233333,5.100244,4.251699,5.105742
0.275758,5.091495,4.257376,5.101428
0.318182,5.075337,4.262179,5.091365
0.360606,5.052243,4.266119,5.075716
0.403030,5.022727,4.269203,5.054665
0.445455,4.987332,4.271442,5.028409
0.487879,4.946621,4.272844,4.997168
0.530303,4.901174,4.273416,4.961175
0.572727,4.851568,4.273166,4.920685
0.615152,4.798384,4.272101,4.875968
0.657576,4.742187,4.270226,4.827310
0.700000,4.683527,4.267547,4.775018
0.742424,4.622933,4.264070,4.719416
0.784849,4.560908,4.259799,4.660845
0.827273,4.497923,4.254738,4.599664
0.869697,4.434421,4.248892,4.536247
0.912121,4.370810,4.242263,4.470991
0.954545,4.307464,4.234853,4.404306
0.996970,4.244721,4.226665,4.336622
1.039394,4.182890,4.217700,4.268386
1.081818,4.122240,4.207960,4.200064
1.124242,4.063014,4.197445,4.132136
1.166667,4.005419,4.186155,4.065104
1.209091,3.949638,4.174089,3.999484
1.251515,3.895824,4.161247,3.935813
1.293939,3.844105,4.147627,3.874643
1.336364,3.794586,4.133226,3.816546
1.378788,3.747350,4.118042,3.762109
1.421212,3.702463,4.102073,3.711939
1.463636,3.659972,4.085315,3.666660
1.506061,3.619906,4.067762,3.626912
1.548485,3.582284,4.049412,3.593354
1.590909,3.547110,4.030258,3.566665
1.633333,3.514379,4.010294,3.547537
1.675758,3.484073,3.989516,3.536683
1.718182,3.456171,3.967916,3.534833
1.760606,3.430640,3.945486,3.542734
1.803030,3.407444,3.922219,3.561151
1.845454,3.386541,3.898107,3.590866
1.887879,3.367884,3.873140,3.632681
1.930303,3.351423,3.847310,3.687413
1.972727,3.337107,3.820608,3.755897
2.015152,3.324881,3.793021,3.838988
2.057576,3.314689,3.764539,3.937556
2.100000,3.306473,3.735153,4.052491
