#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,2.459648,-0.828207
-2.057576,-0.800463,2.508588,-0.779933
-2.015152,-0.705422,2.556353,-0.719250
-1.972727,-0.608347,2.602959,-0.646964
-1.930303,-0.509183,2.648419,-0.563863
-1.887879,-0.407874,2.692751,-0.470719
-1.845454,-0.304368,2.735969,-0.368289
-1.803030,-0.198617,2.778090,-0.257308
-1.760606,-0.090572,2.819130,-0.138493
-1.718182,0.019807,2.859105,-0.012547
-1.675758,0.132558,2.898033,0.119846
-1.633333,0.247712,2.935930,0.258023
-1.590909,0.365292,2.972812,0.401333
-1.548485,0.485314,3.008698,0.549145
-1.506061,0.607785,3.043606,0.700850
-1.463636,0.732699,3.077553,0.855849
-1.421212,0.860039,3.110557,1.013566
-1.378788,0.989775,3.142636,1.173441
-1.336364,1.121859,3.173809,1.334934
-1.293939,1.256226,3.204095,1.497516
-1.251515,1.392794,3.233512,1.660684
-1.209091,1.531457,3.262081,1.823948
-1.166667,1.672086,3.289819,1.986835
-1.124242,1.814529,3.316748,2.148892
-1.081818,1.958604,3.342886,2.309684
-1.039394,2.104102,3.368254,2.468790
-0.996970,2.250782,3.392873,2.625812
-0.954545,2.398373,3.416762,2.780365
-0.912121,2.546567,3.439943,2.932083
-0.869697,2.695027,3.462437,3.080620
-0.827273,2.843378,3.484264,3.225645
-0.784849,2.991211,3.505447,3.366846
-0.742424,3.138085,3.526007,3.503926
-0.700000,3.283527,3.545966,3.636611
-0.657576,3.427035,3.565346,3.764639
-0.615152,3.568081,3.584169,3.887768
-0.572727,3.706114,3.602459,4.005776
-0.530303,3.840568,3.620238,4.118455
-0.487879,3.970864,3.637529,4.225617
-0.445455,4.096423,3.654355,4.327089
-0.403030,4.216666,3.670740,4.422719
-0.360606,4.331031,3.686707,4.512372
-0.318182,4.438973,3.702282,4.595927
-0.275758,4.539979,3.717487,4.673285
-0.233333,4.633576,3.732347,4.744364
-0.190909,4.719338,3.746887,4.809098
-0.148485,4.796898,3.761132,4.867439
-0.106061,4.865948,3.775107,4.919358
-0.063636,4.926257,3.788837,4.964842
-0.021212,4.977664,3.802348,5.003896
0.021212,5.020088,3.815666,5.036545
0.063636,5.053529,3.828816,5.062829
0.106061,5.078069,3.841825,5.082805
0.148485,5.093867,3.854720,5.096550
0.190909,5.101157,3.867526,5.104158
0.233333,5.100244,3.880272,5.105742
0.275758,5.091495,3.892983,5.101428
0.318182,5.075337,3.905689,5.091365
0.360606,5.052243,3.918415,5.075716
0.403030,5.022727,3.931191,5.054665
0.445455,4.987332,3.944043,5.028409
0.487879,4.946621,3.957001,4.997168
0.530303,4.901174,3.970093,4.961175
0.572727,4.851568,3.983347,4.920685
0.615152,4.798384,3.996794,4.875968
0.657576,4.742187,4.010460,4.827310
0.700000,4.683527,4.024377,4.775018
0.742424,4.622933,4.038575,4.719416
0.784849,4.560908,4.053082,4.660845
0.827273,4.497923,4.067928,4.599664
0.869697,4.434421,4.083146,4.536247
0.912121,4.370810,4.098764,4.470991
0.954545,4.307464,4.114814,4.404306
0.996970,4.244721,4.131327,4.336622
1.039394,4.182890,4.148333,4.268386
1.081818,4.122240,4.165865,4.200064
1.124242,4.063014,4.183954,4.132136
1.166667,4.005419,4.202632,4.065104
1.209091,3.949638,4.221931,3.999484
1.251515,3.895824,4.241885,3.935813
1.293939,3.844105,4.262525,3.874643
1.336364,3.794586,4.283883,3.816546
1.378788,3.747350,4.305993,3.762109
1.421212,3.702463,4.328889,3.711939
1.463636,3.659972,4.352604,3.666660
1.506061,3.619906,4.377172,3.626912
1.548485,3.582284,4.402627,3.593354
1.590909,3.547110,4.429002,3.566665
1.633333,3.514379,4.456334,3.547537
1.675758,3.484073,4.484654,3.536683
1.718182,3.456171,4.514001,3.534833
1.760606,3.430640,4.544407,3.542734
1.803030,3.407444,4.575909,3.561151
1.845454,3.386541,4.608541,3.590866
1.887879,3.367884,4.642340,3.632681
1.930303,3.351423,4.677343,3.687413
1.972727,3.337107,4.713584,3.755897
2.015152,3.324881,4.751101,3.838988
2.057576,3.314689,4.789931,3.937556
2.100000,3.306473,4.830109,4.052491
