#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,0.822897,-0.828207
-2.057576,-0.800463,0.909118,-0.779933
-2.015152,-0.705422,0.992361,-0.719250
-1.972727,-0.608347,1.072765,-0.646964
-1.930303,-0.509183,1.150461,-0.563863
-1.887879,-0.407874,1.225582,-0.470719
-1.845454,-0.304368,1.298254,-0.368289
-1.803030,-0.198617,1.368602,-0.257308
-1.760606,-0.090572,1.436745,-0.138493
-1.718182,0.019807,1.502802,-0.012547
-1.675758,0.132558,1.566887,0.119846
-1.633333,0.247712,1.629112,0.258023
-1.590909,0.365292,1.689584,0.401333
-1.548485,0.485314,1.748409,0.549145
-1.506061,0.607785,1.805687,0.700850
-1.463636,0.732699,1.861518,0.855849
-1.421212,0.860039,1.915996,1.013566
-1.378788,0.989775,1.969214,1.173441
-1.336364,1.121859,2.021260,1.334934
-1.293939,1.256226,2.072220,1.497516
-1.251515,1.392794,2.122177,1.660684
-1.209091,1.531457,2.171209,1.823948
-1.166667,1.672086,2.219393,1.986835
-1.124242,1.814529,2.266801,2.148892
-1.081818,1.958604,2.313503,2.309684
-1.039394,2.104102,2.359565,2.468790
-0.996970,2.250782,2.405051,2.625812
-0.954545,2.398373,2.450020,2.780365
-0.912121,2.546567,2.494530,2.932083
-0.869697,2.695027,2.538634,3.080620
-0.827273,2.843378,2.582381,3.225645
-0.784849,2.991211,2.625820,3.366846
-0.742424,3.138085,2.668994,3.503926
-0.700000,3.283527,2.711945,3.636611
-0.657576,3.427035,2.754709,3.764639
-0.615152,3.568081,2.797321,3.887768
-0.572727,3.706114,2.839812,4.005776
-0.530303,3.840568,2.882210,4.118455
-0.487879,3.970864,2.924540,4.225617
-0.445455,4.096423,2.966824,4.327089
-0.403030,4.216666,3.009079,4.422719
-0.360606,4.331031,3.051320,4.512372
-0.318182,4.438973,3.093561,4.595927
-0.275758,4.539979,3.135809,4.673285
-0.233333,4.633576,3.178070,4.744364
-0.190909,4.719338,3.220345,4.809098
-0.148485,4.796898,3.262636,4.867439
-0.106061,4.865948,3.304936,4.919358
-0.063636,4.926257,3.347240,4.964842
-0.021212,4.977664,3.389536,5.003896
0.021212,5.020088,3.431811,5.036545
0.063636,5.053529,3.474047,5.062829
0.106061,5.078069,3.516226,5.082805
0.148485,5.093867,3.558323,5.096550
0.190909,5.101157,3.600311,5.104158
0.233333,5.100244,3.642162,5.105742
0.275758,5.091495,3.683842,5.101428
0.318182,5.075337,3.725314,5.091365
0.360606,5.052243,3.766541,5.075716
0.403030,5.022727,3.807479,5.054665
0.445455,4.987332,3.848082,5.028409
0.487879,4.946621,3.888302,4.997168
0.530303,4.901174,3.928086,4.961175
0.572727,4.851568,3.967379,4.920685
0.615152,4.798384,4.006123,4.875968
0.657576,4.742187,4.044255,4.827310
0.700000,4.683527,4.081710,4.775018
0.742424,4.622933,4.118422,4.719416
0.784849,4.560908,4.154318,4.660845
0.827273,4.497923,4.189322,4.599664
0.869697,4.434421,4.223360,4.536247
0.912121,4.370810,4.256348,4.470991
0.954545,4.307464,4.288201,4.404306
0.996970,4.244721,4.318835,4.336622
1.039394,4.182890,4.348157,4.268386
1.081818,4.122240,4.376074,4.200064
1.124242,4.063014,4.402489,4.132136
1.166667,4.005419,4.427301,4.065104
1.209091,3.949638,4.450407,3.999484
1.251515,3.895824,4.471701,3.935813
1.293939,3.844105,4.491073,3.874643
1.336364,3.794586,4.508410,3.816546
1.378788,3.747350,4.523594,3.762109
1.421212,3.702463,4.536509,3.711939
1.463636,3.659972,4.547029,3.666660
1.506061,3.619906,4.555030,3.626912
1.548485,3.582284,4.560383,3.593354
1.590909,3.547110,4.562954,3.566665
1.633333,3.514379,4.562611,3.547537
1.675758,3.484073,4.559211,3.536683
1.718182,3.456171,4.552616,3.534833
1.760606,3.430640,4.542678,3.542734
1.803030,3.407444,4.529251,3.561151
1.845454,3.386541,4.512182,3.590866
1.887879,3.367884,4.491317,3.632681
1.930303,3.351423,4.466498,3.687413
1.972727,3.337107,4.437563,3.755897
2.015152,3.324881,4.404350,3.838988
2.057576,3.314689,4.366690,3.937556
2.100000,3.306473,4.324412,4.052491
