#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,1.238219,-0.828207
-2.057576,-0.800463,1.292540,-0.779933
-2.015152,-0.705422,1.346604,-0.719250
-1.972727,-0.608347,1.400391,-0.646964
-1.930303,-0.509183,1.453880,-0.563863
-1.887879,-0.407874,1.507055,-0.470719
-1.845454,-0.304368,1.559895,-0.368289
-1.803030,-0.198617,1.612383,-0.257308
-1.760606,-0.090572,1.664503,-0.138493
-1.718182,0.019807,1.716237,-0.012547
-1.675758,0.132558,1.767568,0.119846
-1.633333,0.247712,1.818482,0.258023
-1.590909,0.365292,1.868962,0.401333
-1.548485,0.485314,1.918994,0.549145
-1.506061,0.607785,1.968563,0.700850
-1.463636,0.732699,2.017656,0.855849
-1.421212,0.860039,2.066259,1.013566
-1.378788,0.989775,2.114360,1.173441
-1.336364,1.121859,2.161946,1.334934
-1.293939,1.256226,2.209005,1.497516
-1.251515,1.392794,2.255527,1.660684
-1.209091,1.531457,2.301499,1.823948
-1.166667,1.672086,2.346912,1.986835
-1.124242,1.814529,2.391756,2.148892
-1.081818,1.958604,2.436022,2.309684
-1.039394,2.104102,2.479701,2.468790
-0.996970,2.250782,2.522784,2.625812
-0.954545,2.398373,2.565264,2.780365
-0.912121,2.546567,2.607133,2.932083
-0.869697,2.695027,2.648385,3.080620
-0.827273,2.843378,2.689013,3.225645
-0.784849,2.991211,2.729011,3.366846
-0.742424,3.138085,2.768373,3.503926
-0.700000,3.283527,2.807097,3.636611
-0.657576,3.427035,2.845176,3.764639
-0.615152,3.568081,2.882607,3.887768
-0.572727,3.706114,2.919387,4.005776
-0.530303,3.840568,2.955513,4.118455
-0.487879,3.970864,2.990982,4.225617
-0.445455,4.096423,3.025792,4.327089
-0.403030,4.216666,3.059943,4.422719
-0.360606,4.331031,3.093434,4.512372
-0.318182,4.438973,3.126263,4.595927
-0.275758,4.539979,3.158432,4.673285
-0.233333,4.633576,3.189941,4.744364
-0.190909,4.719338,3.220792,4.809098
-0.148485,4.796898,3.250984,4.867439
-0.106061,4.865948,3.280522,4.919358
-0.063636,4.926257,3.309408,4.964842
-0.021212,4.977664,3.337644,5.003896
0.021212,5.020088,3.365235,5.036545
0.063636,5.053529,3.392184,5.062829
0.106061,5.078069,3.418497,5.082805
0.148485,5.093867,3.444178,5.096550
0.190909,5.101157,3.469234,5.104158
0.233333,5.100244,3.493669,5.105742
0.275758,5.091495,3.517492,5.101428
0.318182,5.075337,3.540708,5.091365
0.360606,5.052243,3.563327,5.075716
0.403030,5.022727,3.585356,5.054665
0.445455,4.987332,3.606802,5.028409
0.487879,4.946621,3.627677,4.997168
0.530303,4.901174,3.647990,4.961175
0.572727,4.851568,3.667749,4.920685
0.615152,4.798384,3.686967,4.875968
0.657576,4.742187,3.705655,4.827310
0.700000,4.683527,3.723824,4.775018
0.742424,4.622933,3.741485,4.719416
0.784849,4.560908,3.758653,4.660845
0.827273,4.497923,3.775340,4.599664
0.869697,4.434421,3.791559,4.536247
0.912121,4.370810,3.807326,4.470991
0.954545,4.307464,3.822654,4.404306
0.996970,4.244721,3.837558,4.336622
1.039394,4.182890,3.852056,4.268386
1.081818,4.122240,3.866161,4.200064
1.124242,4.063014,3.879892,4.132136
1.166667,4.005419,3.893265,4.065104
1.209091,3.949638,3.906298,3.999484
1.251515,3.895824,3.919009,3.935813
1.293939,3.844105,3.931417,3.874643
1.336364,3.794586,3.943542,3.816546
1.378788,3.747350,3.955402,3.762109
1.421212,3.702463,3.967018,3.711939
1.463636,3.659972,3.978410,3.666660
1.506061,3.619906,3.989600,3.626912
1.548485,3.582284,4.000609,3.593354
1.590909,3.547110,4.011460,3.566665
1.633333,3.514379,4.022174,3.547537
1.675758,3.484073,4.032776,3.536683
1.718182,3.456171,4.043289,3.534833
1.760606,3.430640,4.053737,3.542734
1.803030,3.407444,4.064145,3.561151
1.845454,3.386541,4.074538,3.590866
1.887879,3.367884,4.084941,3.632681
1.930303,3.351423,4.095381,3.687413
1.972727,3.337107,4.105885,3.755897
2.015152,3.324881,4.116479,3.838988
2.057576,3.314689,4.127191,3.937556
2.100000,3.306473,4.138050,4.052491
