#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,2.476755,-0.542282
-2.057576,-0.800463,2.389953,-0.542735
-2.015152,-0.705422,2.313859,-0.528423
-1.972727,-0.608347,2.248019,-0.500193
-1.930303,-0.509183,2.191991,-0.458875
-1.887879,-0.407874,2.145339,-0.405281
-1.845454,-0.304368,2.107634,-0.340206
-1.803030,-0.198617,2.078456,-0.264428
-1.760606,-0.090572,2.057392,-0.178707
-1.718182,0.019807,2.044036,-0.083786
-1.675758,0.132558,2.037991,0.019608
-1.633333,0.247712,2.038867,0.130767
-1.590909,0.365292,2.046282,0.249002
-1.548485,0.485314,2.059860,0.373637
-1.506061,0.607785,2.079236,0.504016
-1.463636,0.732699,2.104049,0.639501
-1.421212,0.860039,2.133948,0.779468
-1.378788,0.989775,2.168588,0.923314
-1.336364,1.121859,2.207634,1.070452
-1.293939,1.256226,2.250756,1.220310
-1.251515,1.392794,2.297634,1.372338
-1.209091,1.531457,2.347953,1.526000
-1.166667,1.672086,2.401409,1.680777
-1.124242,1.814529,2.457703,1.836170
-1.081818,1.958604,2.516544,1.991694
-1.039394,2.104102,2.577650,2.146884
-0.996970,2.250782,2.640746,2.301291
-0.954545,2.398373,2.705564,2.454484
-0.912121,2.546567,2.771843,2.606049
-0.869697,2.695027,2.839333,2.755589
-0.827273,2.843378,2.907788,2.902725
-0.784849,2.991211,2.976972,3.047093
-0.742424,3.138085,3.046654,3.188351
-0.700000,3.283527,3.116615,3.326170
-0.657576,3.427035,3.186639,3.460240
-0.615152,3.568081,3.256520,3.590268
-0.572727,3.706114,3.326060,3.715979
-0.530303,3.840568,3.395068,3.837115
-0.487879,3.970864,3.463360,3.953434
-0.445455,4.096423,3.530761,4.064713
-0.403030,4.216666,3.597102,4.170746
-0.360606,4.331031,3.662224,4.271345
-0.318182,4.438973,3.725974,4.366336
-0.275758,4.539979,3.788206,4.455566
-0.233333,4.633576,3.848783,4.538899
-0.190909,4.719338,3.907576,4.616213
-0.148485,4.796898,3.964463,4.687408
-0.106061,4.865948,4.019328,4.752398
-0.063636,4.926257,4.072064,4.811115
-0.021212,4.977664,4.122575,4.863509
0.021212,5.020088,4.170766,4.909547
0.063636,5.053529,4.216556,4.949213
0.106061,5.078069,4.259867,4.982508
0.148485,5.093867,4.300631,5.009451
0.190909,5.101157,4.338786,5.030080
0.233333,5.100244,4.374281,5.044446
0.275758,5.091495,4.407069,5.052621
0.318182,5.075337,4.437113,5.054694
0.360606,5.052243,4.464382,5.050768
0.403030,5.022727,4.488854,5.040969
0.445455,4.987332,4.510513,5.025434
0.487879,4.946621,4.529353,5.004323
0.530303,4.901174,4.545373,4.977808
0.572727,4.851568,4.558582,4.946083
0.615152,4.798384,4.568997,4.909357
0.657576,4.742187,4.576638,4.867856
0.700000,4.683527,4.581538,4.821825
0.742424,4.622933,4.583737,4.771523
0.784849,4.560908,4.583279,4.717233
0.827273,4.497923,4.580218,4.659247
0.869697,4.434421,4.574616,4.597879
0.912121,4.370810,4.566544,4.533461
0.954545,4.307464,4.556077,4.466340
0.996970,4.244721,4.543300,4.396881
1.039394,4.182890,4.528305,4.325466
1.081818,4.122240,4.511193,4.252496
1.124242,4.063014,4.492070,4.178388
1.166667,4.005419,4.471052,4.103575
1.209091,3.949638,4.448262,4.028511
1.251515,3.895824,4.423830,3.953664
1.293939,3.844105,4.397894,3.879519
1.336364,3.794586,4.370601,3.806582
1.378788,3.747350,4.342103,3.735373
1.421212,3.702463,4.312562,3.666430
1.463636,3.659972,4.282146,3.600310
1.506061,3.619906,4.251033,3.537585
1.548485,3.582284,4.219405,3.478845
1.590909,3.547110,4.187456,3.424699
1.633333,3.514379,4.155383,3.375769
1.675758,3.484073,4.123394,3.332701
1.718182,3.456171,4.091704,3.296152
1.760606,3.430640,4.060535,3.266801
1.803030,3.407444,4.030119,3.245340
1.845454,3.386541,4.000690,3.232481
1.887879,3.367884,3.972496,3.228954
1.930303,3.351423,3.945789,3.235504
1.972727,3.337107,3.920830,3.252895
2.015152,3.324881,3.897886,3.281909
2.057576,3.314689,3.877234,3.323340
2.100000,3.306473,3.859159,3.378008
