#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,1.897523,-0.542282
-2.057576,-0.800463,1.913280,-0.542735
-2.015152,-0.705422,1.928921,-0.528423
-1.972727,-0.608347,1.944533,-0.500193
-1.930303,-0.509183,1.960198,-0.458875
-1.887879,-0.407874,1.975996,-0.405281
-1.845454,-0.304368,1.992001,-0.340206
-1.803030,-0.198617,2.008284,-0.264428
-1.760606,-0.090572,2.024911,-0.178707
-1.718182,0.019807,2.041946,-0.083786
-1.675758,0.132558,2.059446,0.019608
-1.633333,0.247712,2.077465,0.130767
-1.590909,0.365292,2.096054,0.249002
-1.548485,0.485314,2.115259,0.373637
-1.506061,0.607785,2.135121,0.504016
-1.463636,0.732699,2.155679,0.639501
-1.421212,0.860039,2.176965,0.779468
-1.378788,0.989775,2.199010,0.923314
-1.336364,1.121859,2.221840,1.070452
-1.293939,1.256226,2.245474,1.220310
-1.251515,1.392794,2.269932,1.372338
-1.209091,1.531457,2.295225,1.526000
-1.166667,1.672086,2.321363,1.680777
-1.124242,1.814529,2.348350,1.836170
-1.081818,1.958604,2.376189,1.991694
-1.039394,2.104102,2.404874,2.146884
-0.996970,2.250782,2.434399,2.301291
-0.954545,2.398373,2.464752,2.454484
-0.912121,2.546567,2.495919,2.606049
-0.869697,2.695027,2.527878,2.755589
-0.827273,2.843378,2.560606,2.902725
-0.784849,2.991211,2.594074,3.047093
-0.742424,3.138085,2.628253,3.188351
-0.700000,3.283527,2.663104,3.326170
-0.657576,3.427035,2.698587,3.460240
-0.615152,3.568081,2.734659,3.590268
-0.572727,3.706114,2.771271,3.715979
-0.530303,3.840568,2.808369,3.837115
-0.487879,3.970864,2.845897,3.953434
-0.445455,4.096423,2.883796,4.064713
-0.403030,4.216666,2.921998,4.170746
-0.360606,4.331031,2.960436,4.271345
-0.318182,4.438973,2.999037,4.366336
-0.275758,4.539979,3.037722,4.455566
-0.233333,4.633576,3.076411,4.538899
-0.190909,4.719338,3.115019,4.616213
-0.148485,4.796898,3.153455,4.687408
-0.106061,4.865948,3.191626,4.752398
-0.063636,4.926257,3.229433,4.811115
-0.021212,4.977664,3.266777,4.863509
0.021212,5.020088,3.303549,4.909547
0.063636,5.053529,3.339639,4.949213
0.106061,5.078069,3.374935,4.982508
0.148485,5.093867,3.409317,5.009451
0.190909,5.101157,3.442663,5.030080
0.233333,5.100244,3.474846,5.044446
0.275758,5.091495,3.505735,5.052621
0.318182,5.075337,3.535197,5.054694
0.360606,5.052243,3.563091,5.050768
0.403030,5.022727,3.589275,5.040969
0.445455,4.987332,3.613602,5.025434
0.487879,4.946621,3.635920,5.004323
0.530303,4.901174,3.656074,4.977808
0.572727,4.851568,3.673905,4.946083
0.615152,4.798384,3.689249,4.909357
0.657576,4.742187,3.701939,4.867856
0.700000,4.683527,3.711802,4.821825
0.742424,4.622933,3.718663,4.771523
0.784849,4.560908,3.722342,4.717233
0.827273,4.497923,3.722654,4.659247
0.869697,4.434421,3.719411,4.597879
0.912121,4.370810,3.712422,4.533461
0.954545,4.307464,3.701488,4.466340
0.996970,4.244721,3.686412,4.396881
1.039394,4.182890,3.666987,4.325466
1.081818,4.122240,3.643004,4.252496
1.124242,4.063014,3.614252,4.178388
1.166667,4.005419,3.580511,4.103575
1.209091,3.949638,3.541563,4.028511
1.251515,3.895824,3.497180,3.953664
1.293939,3.844105,3.447136,3.879519
1.336364,3.794586,3.391195,3.806582
1.378788,3.747350,3.329120,3.735373
1.421212,3.702463,3.260670,3.666430
1.463636,3.659972,3.185598,3.600310
1.506061,3.619906,3.103656,3.537585
1.548485,3.582284,3.014588,3.478845
1.590909,3.547110,2.918138,3.424699
1.633333,3.514379,2.814042,3.375769
1.675758,3.484073,2.702034,3.332701
1.718182,3.456171,2.581844,3.296152
1.760606,3.430640,2.453198,3.266801
1.803030,3.407444,2.315817,3.245340
1.845454,3.386541,2.169417,3.232481
1.887879,3.367884,2.013714,3.228954
1.930303,3.351423,1.848414,3.235504
1.972727,3.337107,1.673224,3.252895
2.015152,3.324881,1.487844,3.281909
2.057576,3.314689,1.291970,3.323340
2.100000,3.306473,1.085297,3.378008
