#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,0.813957,-0.542282
-2.057576,-0.800463,0.821492,-0.542735
-2.015152,-0.705422,0.834388,-0.528423
-1.972727,-0.608347,0.852352,-0.500193
-1.930303,-0.509183,0.875099,-0.458875
-1.887879,-0.407874,0.902347,-0.405281
-1.845454,-0.304368,0.933822,-0.340206
-1.803030,-0.198617,0.969254,-0.264428
-1.760606,-0.090572,1.008378,-0.178707
-1.718182,0.019807,1.050938,-0.083786
-1.675758,0.132558,1.096680,0.019608
-1.633333,0.247712,1.145357,0.130767
-1.590909,0.365292,1.196727,0.249002
-1.548485,0.485314,1.250556,0.373637
-1.506061,0.607785,1.306611,0.504016
-1.463636,0.732699,1.364670,0.639501
-1.421212,0.860039,1.424511,0.779468
-1.378788,0.989775,1.485923,0.923314
-1.336364,1.121859,1.548697,1.070452
-1.293939,1.256226,1.612632,1.220310
-1.251515,1.392794,1.677529,1.372338
-1.209091,1.531457,1.743199,1.526000
-1.166667,1.672086,1.809454,1.680777
-1.124242,1.814529,1.876117,1.836170
-1.081818,1.958604,1.943012,1.991694
-1.039394,2.104102,2.009970,2.146884
-0.996970,2.250782,2.076829,2.301291
-0.954545,2.398373,2.143432,2.454484
-0.912121,2.546567,2.209625,2.606049
-0.869697,2.695027,2.275263,2.755589
-0.827273,2.843378,2.340205,2.902725
-0.784849,2.991211,2.404316,3.047093
-0.742424,3.138085,2.467467,3.188351
-0.700000,3.283527,2.529532,3.326170
-0.657576,3.427035,2.590396,3.460240
-0.615152,3.568081,2.649943,3.590268
-0.572727,3.706114,2.708068,3.715979
-0.530303,3.840568,2.764669,3.837115
-0.487879,3.970864,2.819650,3.953434
-0.445455,4.096423,2.872920,4.064713
-0.403030,4.216666,2.924395,4.170746
-0.360606,4.331031,2.973996,4.271345
-0.318182,4.438973,3.021648,4.366336
-0.275758,4.539979,3.067286,4.455566
-0.233333,4.633576,3.110844,4.538899
-0.190909,4.719338,3.152268,4.616213
-0.148485,4.796898,3.191506,4.687408
-0.106061,4.865948,3.228512,4.752398
-0.063636,4.926257,3.263247,4.811115
-0.021212,4.977664,3.295676,4.863509
0.021212,5.020088,3.325771,4.909547
0.063636,5.053529,3.353507,4.949213
0.106061,5.078069,3.378869,4.982508
0.148485,5.093867,3.401843,5.009451
0.190909,5.101157,3.422423,5.030080
0.233333,5.100244,3.440609,5.044446
0.275758,5.091495,3.456406,5.052621
0.318182,5.075337,3.469823,5.054694
0.360606,5.052243,3.480877,5.050768
0.403030,5.022727,3.489590,5.040969
0.445455,4.987332,3.495989,5.025434
0.487879,4.946621,3.500107,5.004323
0.530303,4.901174,3.501981,4.977808
0.572727,4.851568,3.501657,4.946083
0.615152,4.798384,3.499184,4.909357
0.657576,4.742187,3.494616,4.867856
0.700000,4.683527,3.488016,4.821825
0.742424,4.622933,3.479449,4.771523
0.784849,4.560908,3.468986,4.717233
0.827273,4.497923,3.456707,4.659247
0.869697,4.434421,3.442694,4.597879
0.912121,4.370810,3.427036,4.533461
0.954545,4.307464,3.409827,4.466340
0.996970,4.244721,3.391168,4.396881
1.039394,4.182890,3.371164,4.325466
1.081818,4.122240,3.349926,4.252496
1.124242,4.063014,3.327571,4.178388
1.166667,4.005419,3.304221,4.103575
1.209091,3.949638,3.280005,4.028511
1.251515,3.895824,3.255057,3.953664
1.293939,3.844105,3.229514,3.879519
1.336364,3.794586,3.203522,3.806582
1.378788,3.747350,3.177232,3.735373
1.421212,3.702463,3.150800,3.666430
1.463636,3.659972,3.124386,3.600310
1.506061,3.619906,3.098159,3.537585
1.548485,3.582284,3.072291,3.478845
1.590909,3.547110,3.046960,3.424699
1.633333,3.514379,3.022351,3.375769
1.675758,3.484073,2.998654,3.332701
1.718182,3.456171,2.976062,3.296152
1.760606,3.430640,2.954777,3.266801
1.803030,3.407444,2.935006,3.245340
1.845454,3.386541,2.916961,3.232481
1.887879,3.367884,2.900859,3.228954
1.930303,3.351423,2.886922,3.235504
1.972727,3.337107,2.875381,3.252895
2.015152,3.324881,2.866469,3.281909
2.057576,3.314689,2.860427,3.323340
2.100000,3.306473,2.857499,3.378008
