#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,0.806340,-0.542282
-2.057576,-0.800463,0.813210,-0.542735
-2.015152,-0.705422,0.825495,-0.528423
-1.972727,-0.608347,0.842963,-0.500193
-1.930303,-0.509183,0.865387,-0.458875
-1.887879,-0.407874,0.892540,-0.405281
-1.845454,-0.304368,0.924201,-0.340206
-1.803030,-0.198617,0.960152,-0.264428
-1.760606,-0.090572,1.000178,-0.178707
-1.718182,0.019807,1.044066,-0.083786
-1.675758,0.132558,1.091609,0.019608
-1.633333,0.247712,1.142600,0.130767
-1.590909,0.365292,1.196839,0.249002
-1.548485,0.485314,1.254126,0.373637
-1.506061,0.607785,1.314266,0.504016
-1.463636,0.732699,1.377068,0.639501
-1.421212,0.860039,1.442342,0.779468
-1.378788,0.989775,1.509904,0.923314
-1.336364,1.121859,1.579571,1.070452
-1.293939,1.256226,1.651164,1.220310
-1.251515,1.392794,1.724508,1.372338
-1.209091,1.531457,1.799432,1.526000
-1.166667,1.672086,1.875765,1.680777
-1.124242,1.814529,1.953342,1.836170
-1.081818,1.958604,2.032003,1.991694
-1.039394,2.104102,2.111587,2.146884
-0.996970,2.250782,2.191938,2.301291
-0.954545,2.398373,2.272906,2.454484
-0.912121,2.546567,2.354340,2.606049
-0.869697,2.695027,2.436095,2.755589
-0.827273,2.843378,2.518029,2.902725
-0.784849,2.991211,2.600003,3.047093
-0.742424,3.138085,2.681880,3.188351
-0.700000,3.283527,2.763530,3.326170
-0.657576,3.427035,2.844821,3.460240
-0.615152,3.568081,2.925630,3.590268
-0.572727,3.706114,3.005832,3.715979
-0.530303,3.840568,3.085310,3.837115
-0.487879,3.970864,3.163946,3.953434
-0.445455,4.096423,3.241629,4.064713
-0.403030,4.216666,3.318250,4.170746
-0.360606,4.331031,3.393701,4.271345
-0.318182,4.438973,3.467882,4.366336
-0.275758,4.539979,3.540692,4.455566
-0.233333,4.633576,3.612035,4.538899
-0.190909,4.719338,3.681819,4.616213
-0.148485,4.796898,3.749954,4.687408
-0.106061,4.865948,3.816354,4.752398
-0.063636,4.926257,3.880937,4.811115
-0.021212,4.977664,3.943622,4.863509
0.021212,5.020088,4.004334,4.909547
0.063636,5.053529,4.063000,4.949213
0.106061,5.078069,4.119551,4.982508
0.148485,5.093867,4.173919,5.009451
0.190909,5.101157,4.226043,5.030080
0.233333,5.100244,4.275862,5.044446
0.275758,5.091495,4.323320,5.052621
0.318182,5.075337,4.368364,5.054694
0.360606,5.052243,4.410945,5.050768
0.403030,5.022727,4.451016,5.040969
0.445455,4.987332,4.488533,5.025434
0.487879,4.946621,4.523459,5.004323
0.530303,4.901174,4.555755,4.977808
0.572727,4.851568,4.585388,4.946083
0.615152,4.798384,4.612329,4.909357
0.657576,4.742187,4.636552,4.867856
0.700000,4.683527,4.658032,4.821825
0.742424,4.622933,4.676751,4.771523
0.784849,4.560908,4.692691,4.717233
0.827273,4.497923,4.705839,4.659247
0.869697,4.434421,4.716186,4.597879
0.912121,4.370810,4.723723,4.533461
0.954545,4.307464,4.728449,4.466340
0.996970,4.244721,4.730363,4.396881
1.039394,4.182890,4.729468,4.325466
1.081818,4.122240,4.725771,4.252496
1.124242,4.063014,4.719282,4.178388
1.166667,4.005419,4.710013,4.103575
1.209091,3.949638,4.697982,4.028511
1.251515,3.895824,4.683208,3.953664
1.293939,3.844105,4.665714,3.879519
1.336364,3.794586,4.645526,3.806582
1.378788,3.747350,4.622676,3.735373
1.421212,3.702463,4.597193,3.666430
1.463636,3.659972,4.569118,3.600310
1.506061,3.619906,4.538486,3.537585
1.548485,3.582284,4.505344,3.478845
1.590909,3.547110,4.469735,3.424699
1.633333,3.514379,4.431711,3.375769
1.675758,3.484073,4.391324,3.332701
1.718182,3.456171,4.348630,3.296152
1.760606,3.430640,4.303688,3.266801
1.803030,3.407444,4.256562,3.245340
1.845454,3.386541,4.207316,3.232481
1.887879,3.367884,4.156023,3.228954
1.930303,3.351423,4.102752,3.235504
1.972727,3.337107,4.047581,3.252895
2.015152,3.324881,3.990589,3.281909
2.057576,3.314689,3.931859,3.323340
2.100000,3.306473,3.871476,3.378008
