#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,0.975250,-0.542282
-2.057576,-0.800463,1.045503,-0.542735
-2.015152,-0.705422,1.114613,-0.528423
-1.972727,-0.608347,1.182553,-0.500193
-1.930303,-0.509183,1.249296,-0.458875
-1.887879,-0.407874,1.314816,-0.405281
-1.845454,-0.304368,1.379090,-0.340206
-1.803030,-0.198617,1.442096,-0.264428
-1.760606,-0.090572,1.503812,-0.178707
-1.718182,0.019807,1.564218,-0.083786
-1.675758,0.132558,1.623296,0.019608
-1.633333,0.247712,1.681028,0.130767
-1.590909,0.365292,1.737399,0.249002
-1.548485,0.485314,1.792395,0.373637
-1.506061,0.607785,1.846001,0.504016
-1.463636,0.732699,1.898206,0.639501
-1.421212,0.860039,1.948999,0.779468
-1.378788,0.989775,1.998372,0.923314
-1.336364,1.121859,2.046315,1.070452
-1.293939,1.256226,2.092823,1.220310
-1.251515,1.392794,2.137890,1.372338
-1.209091,1.531457,2.181512,1.526000
-1.166667,1.672086,2.223687,1.680777
-1.124242,1.814529,2.264412,1.836170
-1.081818,1.958604,2.303689,1.991694
-1.039394,2.104102,2.341518,2.146884
-0.996970,2.250782,2.377902,2.301291
-0.954545,2.398373,2.412845,2.454484
-0.912121,2.546567,2.446352,2.606049
-0.869697,2.695027,2.478429,2.755589
-0.827273,2.843378,2.509086,2.902725
-0.784849,2.991211,2.538330,3.047093
-0.742424,3.138085,2.566173,3.188351
-0.700000,3.283527,2.592626,3.326170
-0.657576,3.427035,2.617702,3.460240
-0.615152,3.568081,2.641416,3.590268
-0.572727,3.706114,2.663785,3.715979
-0.530303,3.840568,2.684824,3.837115
-0.487879,3.970864,2.704552,3.953434
-0.445455,4.096423,2.722989,4.064713
-0.403030,4.216666,2.740158,4.170746
-0.360606,4.331031,2.756078,4.271345
-0.318182,4.438973,2.770776,4.366336
-0.275758,4.539979,2.784274,4.455566
-0.233333,4.633576,2.796601,4.538899
-0.190909,4.719338,2.807784,4.616213
-0.148485,4.796898,2.817852,4.687408
-0.106061,4.865948,2.826834,4.752398
-0.063636,4.926257,2.834764,4.811115
-0.021212,4.977664,2.841673,4.863509
0.021212,5.020088,2.847597,4.909547
0.063636,5.053529,2.852571,4.949213
0.106061,5.078069,2.856631,4.982508
0.148485,5.093867,2.859817,5.009451
0.190909,5.101157,2.862168,5.030080
0.233333,5.100244,2.863724,5.044446
0.275758,5.091495,2.864528,5.052621
0.318182,5.075337,2.864624,5.054694
0.360606,5.052243,2.864056,5.050768
0.403030,5.022727,2.862872,5.040969
0.445455,4.987332,2.861117,5.025434
0.487879,4.946621,2.858842,5.004323
0.530303,4.901174,2.856096,4.977808
0.572727,4.851568,2.852931,4.946083
0.615152,4.798384,2.849400,4.909357
0.657576,4.742187,2.845557,4.867856
0.700000,4.683527,2.841458,4.821825
0.742424,4.622933,2.837158,4.771523
0.784849,4.560908,2.832717,4.717233
0.827273,4.497923,2.828194,4.659247
0.869697,4.434421,2.823649,4.597879
0.912121,4.370810,2.819146,4.533461
0.954545,4.307464,2.814746,4.466340
0.996970,4.244721,2.810515,4.396881
1.039394,4.182890,2.806519,4.325466
1.081818,4.122240,2.802826,4.252496
1.124242,4.063014,2.799503,4.178388
1.166667,4.005419,2.796622,4.103575
1.209091,3.949638,2.794253,4.028511
1.251515,3.895824,2.792469,3.953664
1.293939,3.844105,2.791344,3.879519
1.336364,3.794586,2.790954,3.806582
1.378788,3.747350,2.791375,3.735373
1.421212,3.702463,2.792685,3.666430
1.463636,3.659972,2.794963,3.600310
1.506061,3.619906,2.798290,3.537585
1.548485,3.582284,2.802748,3.478845
1.590909,3.547110,2.808420,3.424699
1.633333,3.514379,2.815391,3.375769
1.675758,3.484073,2.823746,3.332701
1.718182,3.456171,2.833573,3.296152
1.760606,3.430640,2.844960,3.266801
1.803030,3.407444,2.857998,3.245340
1.845454,3.386541,2.872777,3.232481
1.887879,3.367884,2.889389,3.228954
1.930303,3.351423,2.907930,3.235504
1.972727,3.337107,2.928493,3.252895
2.015152,3.324881,2.951176,3.281909
2.057576,3.314689,2.976075,3.323340
2.100000,3.306473,3.003292,3.378008
