#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,6.481928,-0.542282
-2.057576,-0.800463,6.267872,-0.542735
-2.015152,-0.705422,6.069089,-0.528423
-1.972727,-0.608347,5.884924,-0.500193
-1.930303,-0.509183,5.714738,-0.458875
-1.887879,-0.407874,5.557898,-0.405281
-1.845454,-0.304368,5.413790,-0.340206
-1.803030,-0.198617,5.281812,-0.264428
-1.760606,-0.090572,5.161376,-0.178707
-1.718182,0.019807,5.051903,-0.083786
-1.675758,0.132558,4.952832,0.019608
-1.633333,0.247712,4.863615,0.130767
-1.590909,0.365292,4.783713,0.249002
-1.548485,0.485314,4.712604,0.373637
-1.506061,0.607785,4.649778,0.504016
-1.463636,0.732699,4.594738,0.639501
-1.421212,0.860039,4.547003,0.779468
-1.378788,0.989775,4.506101,0.923314
-1.336364,1.121859,4.471574,1.070452
-1.293939,1.256226,4.442980,1.220310
-1.251515,1.392794,4.419888,1.372338
-1.209091,1.531457,4.401880,1.526000
-1.166667,1.672086,4.388553,1.680777
-1.124242,1.814529,4.379516,1.836170
-1.081818,1.958604,4.374391,1.991694
-1.039394,2.104102,4.372814,2.146884
-0.996970,2.250782,4.374433,2.301291
-0.954545,2.398373,4.378911,2.454484
-0.912121,2.546567,4.385923,2.606049
-0.869697,2.695027,4.395158,2.755589
-0.827273,2.843378,4.406317,2.902725
-0.784849,2.991211,4.419115,3.047093
-0.742424,3.138085,4.433280,3.188351
-0.700000,3.283527,4.448555,3.326170
-0.657576,3.427035,4.464692,3.460240
-0.615152,3.568081,4.481460,3.590268
-0.572727,3.706114,4.498642,3.715979
-0.530303,3.840568,4.516029,3.837115
-0.487879,3.970864,4.533431,3.953434
-0.445455,4.096423,4.550667,4.064713
-0.403030,4.216666,4.567573,4.170746
-0.360606,4.331031,4.583993,4.271345
-0.318182,4.438973,4.599792,4.366336
-0.275758,4.539979,4.614839,4.455566
-0.233333,4.633576,4.629024,4.538899
-0.190909,4.719338,4.642245,4.616213
-0.148485,4.796898,4.654417,4.687408
-0.106061,4.865948,4.665465,4.752398
-0.063636,4.926257,4.675331,4.811115
-0.021212,4.977664,4.683965,4.863509
0.021212,5.020088,4.691335,4.909547
0.063636,5.053529,4.697421,4.949213
0.106061,5.078069,4.702214,4.982508
0.148485,5.093867,4.705720,5.009451
0.190909,5.101157,4.707960,5.030080
0.233333,5.100244,4.708963,5.044446
0.275758,5.091495,4.708779,5.052621
0.318182,5.075337,4.707463,5.054694
0.360606,5.052243,4.705087,5.050768
0.403030,5.022727,4.701739,5.040969
0.445455,4.987332,4.697515,5.025434
0.487879,4.946621,4.692529,5.004323
0.530303,4.901174,4.686903,4.977808
0.572727,4.851568,4.680776,4.946083
0.615152,4.798384,4.674301,4.909357
0.657576,4.742187,4.667641,4.867856
0.700000,4.683527,4.660973,4.821825
0.742424,4.622933,4.654490,4.771523
0.784849,4.560908,4.648395,4.717233
0.827273,4.497923,4.642905,4.659247
0.869697,4.434421,4.638252,4.597879
0.912121,4.370810,4.634679,4.533461
0.954545,4.307464,4.632443,4.466340
0.996970,4.244721,4.631815,4.396881
1.039394,4.182890,4.633078,4.325466
1.081818,4.122240,4.636528,4.252496
1.124242,4.063014,4.642478,4.178388
1.166667,4.005419,4.651247,4.103575
1.209091,3.949638,4.663175,4.028511
1.251515,3.895824,4.678608,3.953664
1.293939,3.844105,4.697913,3.879519
1.336364,3.794586,4.721463,3.806582
1.378788,3.747350,4.749649,3.735373
1.421212,3.702463,4.782874,3.666430
1.463636,3.659972,4.821550,3.600310
1.506061,3.619906,4.866111,3.537585
1.548485,3.582284,4.916996,3.478845
1.590909,3.547110,4.974662,3.424699
1.633333,3.514379,5.039577,3.375769
1.675758,3.484073,5.112223,3.332701
1.718182,3.456171,5.193095,3.296152
1.760606,3.430640,5.282701,3.266801
1.803030,3.407444,5.381563,3.245340
1.845454,3.386541,5.490215,3.232481
1.887879,3.367884,5.609207,3.228954
1.930303,3.351423,5.739099,3.235504
1.972727,3.337107,5.880464,3.252895
2.015152,3.324881,6.033893,3.281909
2.057576,3.314689,6.199983,3.323340
2.100000,3.306473,6.379351,3.378008
