#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,1.414442,-0.600219
-2.057576,-0.800463,1.444255,-0.604008
-2.015152,-0.705422,1.476620,-0.592102
-1.972727,-0.608347,1.511401,-0.565418
-1.930303,-0.509183,1.548462,-0.524851
-1.887879,-0.407874,1.587672,-0.471279
-1.845454,-0.304368,1.628900,-0.405561
-1.803030,-0.198617,1.672018,-0.328538
-1.760606,-0.090572,1.716901,-0.241026
-1.718182,0.019807,1.763426,-0.143828
-1.675758,0.132558,1.811471,-0.037725
-1.633333,0.247712,1.860918,0.076520
-1.590909,0.365292,1.911652,0.198165
-1.548485,0.485314,1.963557,0.326487
-1.506061,0.607785,2.016523,0.460778
-1.463636,0.732699,2.070441,0.600355
-1.421212,0.860039,2.125204,0.744552
-1.378788,0.989775,2.180706,0.892720
-1.336364,1.121859,2.236845,1.044234
-1.293939,1.256226,2.293523,1.198482
-1.251515,1.392794,2.350641,1.354877
-1.209091,1.531457,2.408104,1.512849
-1.166667,1.672086,2.465819,1.671844
-1.124242,1.814529,2.523696,1.831333
-1.081818,1.958604,2.581646,1.990803
-1.039394,2.104102,2.639583,2.149760
-0.996970,2.250782,2.697424,2.307730
-0.954545,2.398373,2.755088,2.464258
-0.912121,2.546567,2.812495,2.618909
-0.869697,2.695027,2.869568,2.771265
-0.827273,2.843378,2.926234,2.920929
-0.784849,2.991211,2.982421,3.067523
-0.742424,3.138085,3.038059,3.210690
-0.700000,3.283527,3.093080,3.350087
-0.657576,3.427035,3.147420,3.485395
-0.615152,3.568081,3.201016,3.616313
-0.572727,3.706114,3.253808,3.742559
-0.530303,3.840568,3.305737,3.863870
-0.487879,3.970864,3.356748,3.980001
-0.445455,4.096423,3.406787,4.090728
-0.403030,4.216666,3.455804,4.195847
-0.360606,4.331031,3.503750,4.295171
-0.318182,4.438973,3.550578,4.388534
-0.275758,4.539979,3.596245,4.475786
-0.233333,4.633576,3.640708,4.556801
-0.190909,4.719338,3.683929,4.631469
-0.148485,4.796898,3.725870,4.699700
-0.106061,4.865948,3.766496,4.761423
-0.063636,4.926257,3.805776,4.816586
-0.021212,4.977664,3.843678,4.865157
0.021212,5.020088,3.880176,4.907123
0.063636,5.053529,3.915243,4.942490
0.106061,5.078069,3.948857,4.971282
0.148485,5.093867,3.980997,4.993545
0.190909,5.101157,4.011644,5.009342
0.233333,5.100244,4.040784,5.018756
0.275758,5.091495,4.068400,5.021889
0.318182,5.075337,4.094482,5.018861
0.360606,5.052243,4.119022,5.009815
0.403030,5.022727,4.142011,4.994908
0.445455,4.987332,4.163446,4.974321
0.487879,4.946621,4.183325,4.948251
0.530303,4.901174,4.201648,4.916915
0.572727,4.851568,4.218416,4.880550
0.615152,4.798384,4.233635,4.839412
0.657576,4.742187,4.247313,4.793776
0.700000,4.683527,4.259458,4.743934
0.742424,4.622933,4.270082,4.690203
0.784849,4.560908,4.279201,4.632912
0.827273,4.497923,4.286829,4.572414
0.869697,4.434421,4.292985,4.509081
0.912121,4.370810,4.297692,4.443303
0.954545,4.307464,4.300972,4.375487
0.996970,4.244721,4.302852,4.306064
1.039394,4.182890,4.303358,4.235481
1.081818,4.122240,4.302522,4.164205
1.124242,4.063014,4.300376,4.092722
1.166667,4.005419,4.296956,4.021537
1.209091,3.949638,4.292298,3.951176
1.251515,3.895824,4.286443,3.882182
1.293939,3.844105,4.279434,3.815118
1.336364,3.794586,4.271313,3.750566
1.378788,3.747350,4.262127,3.689127
1.421212,3.702463,4.251926,3.631423
1.463636,3.659972,4.240762,3.578093
1.506061,3.619906,4.228687,3.529796
1.548485,3.582284,4.215758,3.487210
1.590909,3.547110,4.202034,3.451034
1.633333,3.514379,4.187574,3.421982
1.675758,3.484073,4.172442,3.400792
1.718182,3.456171,4.156704,3.388218
1.760606,3.430640,4.140426,3.385037
1.803030,3.407444,4.123679,3.392038
1.845454,3.386541,4.106536,3.410038
1.887879,3.367884,4.089069,3.439866
1.930303,3.351423,4.071358,3.482373
1.972727,3.337107,4.053482,3.538432
2.015152,3.324881,4.035521,3.608930
2.057576,3.314689,4.017558,3.694777
2.100000,3.306473,3.999683,3.796901
