# x , y 
-1.995433,-2.287010
-1.993681,0.017700
-1.993113,-0.247420
-1.991379,-0.237234
-1.987126,-1.257571
-1.982302,0.199348
-1.981203,-1.665149
-1.977768,-2.826077
-1.970907,-1.595891
-1.969995,-1.201192
-1.967146,-1.787345
-1.966828,-2.580349
-1.965559,-0.515052
-1.964672,-0.680000
-1.962092,1.027146
-1.961544,-1.061488
-1.960186,-1.186536
-1.952767,-0.273098
-1.949407,1.017663
-1.949264,1.206396
-1.947894,-1.448154
-1.947470,0.727641
-1.943537,0.559699
-1.939662,-1.896415
-1.939431,0.169248
-1.935627,-1.598003
-1.928668,-1.373183
-1.927653,-1.564523
-1.919614,-1.434367
-1.912049,-1.843313
-1.906619,1.156653
-1.905206,-1.373570
-1.896959,-0.434106
-1.887227,1.128746
-1.885170,-1.570421
-1.881358,-0.043055
-1.879681,-0.001351
-1.874371,-0.470861
-1.870549,-1.511493
-1.865969,-1.666067
-1.864619,0.002495
-1.860539,0.344369
-1.856868,-0.669352
-1.855339,0.626599
-1.846065,1.501361
-1.844593,-1.347362
-1.843087,-1.358405
-1.831040,0.831767
-1.829914,-0.375627
-1.829460,-0.614825
-1.824750,-0.362910
-1.814247,0.369030
-1.813459,-0.123789
-1.813183,0.013980
-1.812222,-0.348524
-1.810486,-0.269309
-1.804503,0.666047
-1.789760,-0.560708
-1.785732,0.659174
-1.779198,-1.216990
-1.778687,-0.812122
-1.777972,0.058884
-1.772069,-0.243809
-1.767967,0.125231
-1.766699,-1.930189
-1.765256,0.377625
-1.762283,-0.158557
-1.750726,0.215364
-1.750682,-0.038029
-1.750650,0.113095
-1.749913,0.705707
-1.748656,0.776790
-1.745032,1.212958
-1.733247,1.978174
-1.728842,1.607302
-1.724330,0.707702
-1.714508,-1.273571
-1.714010,0.644696
-1.713815,-1.026910
-1.709771,-3.061446
-1.708894,-0.361505
-1.700556,0.484893
-1.697773,-0.753059
-1.693431,0.406866
-1.692224,-0.944362
-1.685727,1.657349
-1.680647,-1.206904
-1.678599,-0.681788
-1.678054,1.876321
-1.674829,-0.922040
-1.671140,0.713745
-1.669931,-1.329101
-1.666558,0.359894
-1.666381,0.241771
-1.661290,0.535289
-1.657934,1.441689
-1.657782,0.759348
