#  x , f_star(x) , pred_trained, pred_fixed 
-2.100000,-0.893527,2.978149,-0.600219
-2.057576,-0.800463,2.978294,-0.604008
-2.015152,-0.705422,2.979721,-0.592102
-1.972727,-0.608347,2.982376,-0.565418
-1.930303,-0.509183,2.986202,-0.524851
-1.887879,-0.407874,2.991145,-0.471279
-1.845454,-0.304368,2.997152,-0.405561
-1.803030,-0.198617,3.004169,-0.328538
-1.760606,-0.090572,3.012144,-0.241026
-1.718182,0.019807,3.021026,-0.143828
-1.675758,0.132558,3.030765,-0.037725
-1.633333,0.247712,3.041310,0.076520
-1.590909,0.365292,3.052612,0.198165
-1.548485,0.485314,3.064623,0.326487
-1.506061,0.607785,3.077296,0.460778
-1.463636,0.732699,3.090583,0.600355
-1.421212,0.860039,3.104439,0.744552
-1.378788,0.989775,3.118819,0.892720
-1.336364,1.121859,3.133677,1.044234
-1.293939,1.256226,3.148970,1.198482
-1.251515,1.392794,3.164656,1.354877
-1.209091,1.531457,3.180692,1.512849
-1.166667,1.672086,3.197036,1.671844
-1.124242,1.814529,3.213649,1.831333
-1.081818,1.958604,3.230490,1.990803
-1.039394,2.104102,3.247520,2.149760
-0.996970,2.250782,3.264701,2.307730
-0.954545,2.398373,3.281996,2.464258
-0.912121,2.546567,3.299367,2.618909
-0.869697,2.695027,3.316779,2.771265
-0.827273,2.843378,3.334196,2.920929
-0.784849,2.991211,3.351584,3.067523
-0.742424,3.138085,3.368909,3.210690
-0.700000,3.283527,3.386139,3.350087
-0.657576,3.427035,3.403241,3.485395
-0.615152,3.568081,3.420184,3.616313
-0.572727,3.706114,3.436937,3.742559
-0.530303,3.840568,3.453470,3.863870
-0.487879,3.970864,3.469755,3.980001
-0.445455,4.096423,3.485763,4.090728
-0.403030,4.216666,3.501466,4.195847
-0.360606,4.331031,3.516838,4.295171
-0.318182,4.438973,3.531853,4.388534
-0.275758,4.539979,3.546485,4.475786
-0.233333,4.633576,3.560711,4.556801
-0.190909,4.719338,3.574507,4.631469
-0.148485,4.796898,3.587849,4.699700
-0.106061,4.865948,3.600715,4.761423
-0.063636,4.926257,3.613085,4.816586
-0.021212,4.977664,3.624937,4.865157
0.021212,5.020088,3.636252,4.907123
0.063636,5.053529,3.647011,4.942490
0.106061,5.078069,3.657195,4.971282
0.148485,5.093867,3.666787,4.993545
0.190909,5.101157,3.675771,5.009342
0.233333,5.100244,3.684129,5.018756
0.275758,5.091495,3.691848,5.021889
0.318182,5.075337,3.698913,5.018861
0.360606,5.052243,3.705309,5.009815
0.403030,5.022727,3.711025,4.994908
0.445455,4.987332,3.716048,4.974321
0.487879,4.946621,3.720366,4.948251
0.530303,4.901174,3.723970,4.916915
0.572727,4.851568,3.726849,4.880550
0.615152,4.798384,3.728994,4.839412
0.657576,4.742187,3.730398,4.793776
0.700000,4.683527,3.731052,4.743934
0.742424,4.622933,3.730950,4.690203
0.784849,4.560908,3.730086,4.632912
0.827273,4.497923,3.728455,4.572414
0.869697,4.434421,3.726052,4.509081
0.912121,4.370810,3.722874,4.443303
0.954545,4.307464,3.718918,4.375487
0.996970,4.244721,3.714182,4.306064
1.039394,4.182890,3.708664,4.235481
1.081818,4.122240,3.702365,4.164205
1.124242,4.063014,3.695283,4.092722
1.166667,4.005419,3.687421,4.021537
1.209091,3.949638,3.678780,3.951176
1.251515,3.895824,3.669362,3.882182
1.293939,3.844105,3.659171,3.815118
1.336364,3.794586,3.648211,3.750566
1.378788,3.747350,3.636487,3.689127
1.421212,3.702463,3.624004,3.631423
1.463636,3.659972,3.610769,3.578093
1.506061,3.619906,3.596789,3.529796
1.548485,3.582284,3.582071,3.487210
1.590909,3.547110,3.566626,3.451034
1.633333,3.514379,3.550461,3.421982
1.675758,3.484073,3.533587,3.400792
1.718182,3.456171,3.516016,3.388218
1.760606,3.430640,3.497759,3.385037
1.803030,3.407444,3.478829,3.392038
1.845454,3.386541,3.459239,3.410038
1.887879,3.367884,3.439002,3.439866
1.930303,3.351423,3.418135,3.482373
1.972727,3.337107,3.396652,3.538432
2.015152,3.324881,3.374570,3.608930
2.057576,3.314689,3.351907,3.694777
2.100000,3.306473,3.328679,3.796901
